,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,en,en,en,en,en,en,en,en,en,en,en
,Rwanda,Paul_Kagame,Umuganda,Uburezi_mu_Rwanda,Kigali,Ubukungu_bw%27U_Rwanda,Ikinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina,Rwanda,Paul_Kagame,Umuganda,Education_in_Rwanda,Kigali,Economy_of_Rwanda,Kinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina
2020-04-03,82,12,,,15,,35,,,,,4985,1457,10,108,612,257,281,12,92,41,442
2020-04-04,74,20,,,19,,44,,,,,4206,1495,9,60,645,316,246,16,55,23,500
2020-04-05,71,18,,,16,,34,,,,,6814,2504,2,102,928,325,227,25,91,23,908
2020-04-06,123,8,,,8,,71,,,,,6395,2415,9,94,935,360,236,16,105,39,816
2020-04-07,90,15,,,13,,42,,,,,6344,2540,10,84,893,352,280,32,109,31,605
2020-04-08,72,13,,,12,,47,,,,,5390,2070,4,81,782,320,323,30,75,28,515
2020-04-09,110,25,,,10,,42,,,,,4856,1768,7,57,677,342,259,24,92,46,494
2020-04-10,74,16,,,17,,39,,,,,4916,1893,8,69,651,307,260,37,126,43,541
2020-04-11,92,12,,,16,,47,,,,,5087,1909,8,68,693,271,205,22,86,28,466
2020-04-12,63,23,,,18,,24,,,,,5437,1950,5,56,739,380,266,32,103,43,519
2020-04-13,69,20,,,21,,68,,,,,5574,2023,36,73,746,350,330,31,125,53,607
2020-04-14,93,14,,,10,,69,,,,,4784,1893,10,56,650,348,336,25,83,33,630
2020-04-15,50,20,,,14,,66,,,,,4862,1826,6,103,674,362,316,20,79,27,754
2020-04-16,70,29,,,10,,51,,,,,4570,1739,16,111,690,299,312,23,76,35,416
2020-04-17,70,27,,,23,,54,,,,,6321,1842,12,91,1212,350,275,30,62,117,451
2020-04-18,91,23,,,18,,48,,,,,4479,1808,14,81,621,312,236,11,87,33,527
2020-04-19,60,29,,,11,,40,,,,,4734,2043,12,68,738,306,265,17,85,50,527
2020-04-20,77,21,,,16,,50,,,,,4598,2093,5,95,669,354,505,27,77,42,509
2020-04-21,52,30,,,16,,44,,,,,4728,2449,19,72,695,339,289,25,85,64,1031
2020-04-22,90,53,,,23,,44,,,,,4844,2359,10,65,709,297,267,20,98,57,540
2020-04-23,66,15,,,9,,52,,,,,4565,2175,12,51,694,307,274,23,165,69,466
2020-04-24,74,19,,,10,,38,,,,,4416,2091,13,85,642,271,295,19,223,52,465
2020-04-25,75,25,,,23,,35,,,,,4380,2125,12,87,644,253,247,31,125,34,474
2020-04-26,42,25,,,36,,39,,,,,4592,2245,9,59,696,320,256,27,122,23,545
2020-04-27,67,32,,,22,,76,,,,,4564,2677,9,63,656,323,287,35,102,33,462
2020-04-28,64,20,,,16,,40,,,,,4578,1963,12,70,738,293,297,24,82,53,419
2020-04-29,62,21,,,18,,46,,,,,4172,1722,6,71,727,316,300,22,71,31,488
2020-04-30,58,22,,,21,,59,,,,,4356,1573,5,105,809,262,311,10,61,35,524
2020-05-01,64,15,,,17,,49,,,,,4596,1589,8,103,775,263,261,36,87,122,474
2020-05-02,83,28,,,19,,42,,,,,4396,1587,7,61,588,246,256,35,84,46,476
2020-05-03,62,22,,,12,,30,,,,,4400,1686,20,63,669,248,232,29,85,45,766
2020-05-04,64,18,,,27,,32,,,,,4302,1651,12,76,740,244,237,20,74,56,552
2020-05-05,59,14,,,21,,49,,,,,4463,1678,8,54,781,275,262,28,56,41,828
2020-05-06,53,13,,,27,,35,,,,,4099,1579,9,83,739,319,267,20,67,33,497
2020-05-07,84,14,,,32,,24,,,,,4042,1544,78,76,655,274,247,14,74,25,461
2020-05-08,76,19,,,21,,20,,,,,3833,1410,26,59,619,226,193,11,52,30,467
2020-05-09,41,18,,,15,,33,,,,,3740,1550,31,50,1148,205,172,14,67,29,490
2020-05-10,62,12,,,22,,34,,,,,3860,1528,20,64,960,291,216,9,70,25,491
2020-05-11,65,19,,,13,,22,,,,,3938,1498,17,51,991,248,236,20,48,32,444
2020-05-12,55,9,,,21,,32,,,,,3852,1416,8,47,669,299,229,17,63,22,421
2020-05-13,64,9,,,9,,33,,,,,3920,1412,7,58,611,271,283,16,49,37,477
2020-05-14,47,14,,,13,,29,,,,,3984,1456,10,61,688,247,229,20,75,29,477
2020-05-15,67,11,,,15,,35,,,,,3645,1334,10,44,1405,255,262,13,85,31,433
2020-05-16,63,9,,,11,,29,,,,,8756,5742,23,57,908,263,284,73,143,45,1260
2020-05-17,63,13,,,11,,41,,,,,8558,5204,7,53,907,267,321,75,165,29,1524
2020-05-18,81,28,,,9,,65,,,,,6001,3078,12,67,768,325,266,33,109,46,839
2020-05-19,56,36,,,11,,32,,,,,4993,2768,13,51,729,264,274,26,118,45,620
2020-05-20,57,19,,,13,,29,,,,,4560,2350,25,57,736,496,271,22,95,32,666
2020-05-21,39,12,,,11,,41,,,,,4541,1958,20,52,854,278,246,21,58,35,711
2020-05-22,37,15,,,15,,17,,,,,4272,2072,15,39,623,228,270,31,70,34,529
2020-05-23,43,11,,,18,,12,,,,,3976,1739,13,65,615,212,191,28,96,25,482
2020-05-24,47,17,,,15,,19,,,,,4429,1991,5,36,616,243,192,31,86,20,673
2020-05-25,49,10,,,5,,35,,,,,4419,1920,15,68,723,265,221,18,75,19,793
2020-05-26,73,14,,,12,,29,,,,,4155,1662,16,78,599,282,207,17,103,25,588
2020-05-27,60,15,,,8,,48,,,,,4063,1791,12,59,599,270,272,14,77,30,453
2020-05-28,34,10,,,3,,26,,,,,3839,1593,11,56,583,221,211,18,69,40,480
2020-05-29,35,20,,,9,,33,,,,,3581,1564,20,40,632,228,248,21,57,30,406
2020-05-30,59,12,,,6,,31,,,,,3498,1277,7,31,605,158,164,14,81,18,432
2020-05-31,34,21,,,6,,28,,,,,3789,1485,15,62,533,233,189,19,69,14,423
2020-06-01,58,19,,,4,,25,,,,,3646,1996,18,48,575,224,198,46,63,38,359
2020-06-02,39,12,,,13,,20,,,,,3664,1681,14,55,555,239,186,24,66,26,376
2020-06-03,58,11,,,8,,23,,,,,5037,1730,17,66,623,244,227,18,75,17,450
2020-06-04,33,15,,,5,,22,,,,,3856,1525,20,52,574,226,267,13,83,29,400
2020-06-05,54,12,,,13,,32,,,,,4015,1452,18,62,544,251,220,18,110,29,435
2020-06-06,54,13,,,10,,22,,,,,4197,1474,13,64,546,246,199,8,83,14,413
2020-06-07,41,7,,,5,,30,,,,,4074,1531,18,34,542,204,202,11,81,14,423
2020-06-08,40,11,,,13,,22,,,,,5378,1601,15,58,596,291,219,16,92,20,438
2020-06-09,38,19,,,11,,15,,,,,5397,2478,18,58,658,277,252,17,92,35,559
2020-06-10,36,22,,,8,,41,,,,,5506,2546,10,62,735,270,304,16,115,40,548
2020-06-11,26,24,,,7,,29,,,,,4554,1942,16,49,653,269,271,19,94,31,385
2020-06-12,43,13,,,15,,34,,,,,4208,1757,8,95,593,263,269,13,78,24,384
2020-06-13,43,9,,,17,,27,,,,,4057,1731,16,54,635,198,195,12,81,17,340
2020-06-14,44,9,,,12,,22,,,,,4004,1665,20,85,644,207,217,15,87,13,400
2020-06-15,49,17,,,14,,35,,,,,4866,2182,26,75,2987,230,290,17,100,23,532
2020-06-16,41,9,,,12,,19,,,,,3853,1455,15,92,684,192,220,15,84,20,326
2020-06-17,88,11,,,5,,53,,,,,3602,1390,12,90,590,223,202,5,81,30,306
2020-06-18,73,10,,,10,,55,,,,,3954,1332,12,98,624,233,240,6,69,16,326
2020-06-19,33,9,,,4,,31,,,,,3599,1382,10,87,550,243,212,20,68,23,525
2020-06-20,39,15,,,7,,26,,,,,3579,1288,16,57,560,182,181,16,70,15,396
2020-06-21,45,8,,,9,,34,,,,,3457,1288,15,40,548,214,194,10,85,24,388
2020-06-22,57,5,,,7,,25,,,,,3662,1230,6,46,577,212,250,9,82,26,389
2020-06-23,48,6,,,5,,26,,,,,3374,1210,10,49,596,212,237,10,80,18,318
2020-06-24,57,11,,,5,,19,,,,,3069,1170,8,39,519,193,222,10,63,17,416
2020-06-25,35,13,,,6,,22,,,,,3486,1069,27,61,523,166,209,17,57,16,333
2020-06-26,48,8,,,12,,23,,,,,3369,1157,16,59,483,177,227,6,53,14,350
2020-06-27,51,11,,,7,,17,,,,,3456,1321,15,40,494,168,226,6,54,14,539
2020-06-28,49,10,,,5,,13,,,,,3614,1360,17,53,514,176,189,10,64,24,586
2020-06-29,59,11,,,5,,23,,,,,3504,1281,17,58,584,216,250,11,72,25,377
2020-06-30,49,32,,,7,,37,,,,,4103,1305,10,48,594,245,226,7,59,25,472
2020-07-01,46,12,,,4,,32,,,,,6053,1602,12,50,664,334,272,10,107,36,413
2020-07-02,48,9,,,15,,18,,,,,3851,1489,24,43,567,265,265,8,74,22,412
2020-07-03,41,17,,,5,,31,,,,,3814,1613,13,54,1070,256,196,38,76,24,393
2020-07-04,43,38,,,5,,11,,,,,4105,1761,31,36,592,239,186,41,72,19,370
2020-07-05,52,11,,,4,,34,,,,,3801,1772,11,46,503,272,193,25,62,29,323
2020-07-06,38,14,,,5,,36,,,,,3561,1519,17,45,544,212,192,29,73,30,328
2020-07-07,20,19,,,10,,19,,,,,4740,1480,11,43,578,263,214,14,76,27,340
2020-07-08,33,4,,,19,,27,,,,,3720,1456,10,49,550,211,229,10,48,34,545
2020-07-09,46,11,,,8,,22,,,,,3550,1473,16,36,585,219,224,12,62,44,283
2020-07-10,25,13,,,7,,10,,,,,3695,1426,15,44,544,235,198,18,80,29,364
2020-07-11,57,9,,,31,,28,,,,,4359,1653,14,28,566,237,184,23,73,24,2066
2020-07-12,46,16,,,18,,43,,,,,3983,1443,12,48,515,199,181,10,54,26,684
2020-07-13,35,11,,,5,,33,,,,,3346,1338,14,63,509,250,234,15,64,25,382
2020-07-14,46,13,,,3,,23,,,,,3432,1372,19,48,471,211,212,10,68,34,384
2020-07-15,42,17,,,3,,25,,,,,5039,1527,18,42,570,262,252,16,65,21,396
2020-07-16,56,10,,,41,,17,,,,,4325,1706,46,51,618,197,241,16,82,36,589
2020-07-17,32,12,,,6,,35,,,,,3876,1610,23,39,525,179,231,11,81,25,386
2020-07-18,98,22,,,11,,35,,,,,3899,1550,9,39,619,200,238,12,71,23,441
2020-07-19,73,15,,,6,,19,,,,,6762,1541,13,32,558,201,254,20,79,18,456
2020-07-20,37,18,,,3,,31,,,,,4498,1603,10,38,678,210,280,14,87,21,428
2020-07-21,32,15,,,18,,18,,,,,3536,1490,9,32,566,236,283,12,99,27,350
2020-07-22,31,20,,,11,,43,,,,,4058,1364,18,29,567,193,280,6,77,15,337
2020-07-23,42,16,,,14,,71,,,,,3578,1326,15,53,552,186,313,15,79,20,300
2020-07-24,34,19,,,8,,20,,,,,3365,1236,15,53,499,201,211,15,84,29,324
2020-07-25,33,8,,,5,,14,,,,,3258,1208,19,36,475,194,194,11,58,11,319
2020-07-26,19,19,,,8,,28,,,,,7581,1437,10,37,580,227,222,17,94,20,349
2020-07-27,22,13,,,4,,20,,,,,5111,1287,19,45,553,238,225,13,94,22,338
2020-07-28,26,12,,,8,,29,,,,,4040,1346,23,47,521,298,221,12,78,25,347
2020-07-29,29,17,,,11,,11,,,,,3330,1256,45,42,550,232,214,9,83,20,324
2020-07-30,30,11,,,3,,27,,,,,3688,1194,22,56,506,181,233,20,87,14,364
2020-07-31,44,11,,,24,,20,,,,,3026,1120,38,63,472,162,231,13,72,22,355
2020-08-01,34,64,,,7,,19,,21,,,3658,1261,6,49,539,199,180,7,75,15,329
2020-08-02,16,22,,,8,,18,,3,,,3518,1221,11,32,555,187,200,19,82,14,396
2020-08-03,29,26,,,10,,17,,8,,,3910,1379,15,49,569,179,234,17,75,19,371
2020-08-04,34,30,,,24,,20,,,,,3366,1178,10,42,701,191,216,10,68,18,350
2020-08-05,17,15,,,11,,34,,,,,4701,1915,17,46,556,231,217,8,99,22,530
2020-08-06,29,20,,,6,,29,,1,,,5908,2777,17,55,643,202,252,15,130,19,735
2020-08-07,32,16,,,8,,24,,,,,5981,2720,16,31,636,195,312,22,154,19,853
2020-08-08,18,14,,,9,,33,,,,,6681,2969,16,45,636,191,283,14,177,12,876
2020-08-09,36,16,,,4,,38,,,,,7351,3245,21,42,744,196,299,10,152,24,1005
2020-08-10,37,28,,,8,,37,,1,,,6534,2897,15,43,668,204,302,9,132,45,962
2020-08-11,32,7,,,7,,30,,,,,6260,2873,11,37,600,194,268,18,110,26,787
2020-08-12,19,17,,,8,,29,,,,,5212,2248,12,39,636,188,291,16,113,15,673
2020-08-13,17,7,,,11,,35,,2,,,4965,1973,12,54,592,204,266,18,108,30,661
2020-08-14,30,11,,,3,,19,,1,,,4573,1830,20,44,679,169,266,8,85,25,594
2020-08-15,30,7,,,12,,10,,,,,4546,1925,15,38,579,196,193,19,97,14,736
2020-08-16,24,15,,,7,,23,,1,,,4879,2134,36,22,631,199,242,11,80,12,843
2020-08-17,18,11,,,11,,27,,2,,,4489,1870,21,43,610,190,252,8,87,23,669
2020-08-18,26,8,,,8,,13,,1,,,4117,1600,16,45,594,203,258,14,123,24,536
2020-08-19,32,10,,,9,,23,,,,,4122,1678,10,48,536,212,234,11,75,22,533
2020-08-20,29,9,,,8,,19,,,,,3670,1420,16,50,603,187,241,18,82,37,592
2020-08-21,24,6,,,3,,16,,1,,,3597,1426,12,51,633,203,252,6,125,34,534
2020-08-22,28,6,,,10,,18,,,,,3761,1441,16,58,625,177,198,10,69,22,507
2020-08-23,24,10,,,3,,15,,,,,3837,1430,12,39,530,177,206,8,80,18,581
2020-08-24,27,11,,,5,,10,,,,,3832,1448,28,49,582,166,218,10,69,18,497
2020-08-25,30,16,,,10,,35,,,,,4465,1872,18,48,683,281,251,12,67,17,453
2020-08-26,30,11,,,14,,31,,,,,3813,2244,21,56,569,214,226,10,74,33,432
2020-08-27,26,13,,,7,,17,,2,,,3874,2162,18,54,566,203,260,18,95,18,444
2020-08-28,32,19,,,12,,24,,,,,3556,1709,17,49,598,141,222,107,75,22,461
2020-08-29,22,17,,,11,,13,,1,,,3770,1626,9,31,569,158,228,23,68,13,728
2020-08-30,29,20,,,11,,11,,1,,,3903,1854,14,26,548,181,200,24,90,15,682
2020-08-31,30,24,,,8,,23,,,,,5867,5499,13,30,1169,181,286,17,163,18,12732
2020-09-01,40,19,,,10,,33,,7,,,5105,4351,10,29,1025,186,291,28,136,24,9089
2020-09-02,19,13,,,8,,16,,1,,,4074,2669,14,35,717,189,242,20,104,31,3563
2020-09-03,21,12,,,14,,21,,,,,4069,2011,37,45,727,187,282,13,96,19,2276
2020-09-04,34,24,,,10,,20,,,,,3657,2291,29,35,718,156,267,26,62,21,1851
2020-09-05,11,29,,,9,,12,,,,,3573,2159,10,31,631,178,230,16,73,13,1797
2020-09-06,21,22,,,11,,15,,1,,,3870,2352,19,56,753,253,284,10,82,23,2281
2020-09-07,18,12,,,7,,20,,,,,4814,2724,17,33,763,195,364,16,67,28,2989
2020-09-08,25,20,,,12,,21,,1,,,4492,2246,19,99,656,177,365,22,79,16,2346
2020-09-09,28,13,,,12,,21,,1,,,3874,1734,33,46,566,179,295,10,64,14,1448
2020-09-10,36,14,,,5,,34,,1,,,3613,1762,16,36,659,217,270,12,105,24,1367
2020-09-11,22,17,,,7,,20,,,,,4499,1552,28,55,686,183,284,9,60,20,1379
2020-09-12,33,16,,,4,,31,,,,,3599,1414,10,30,602,157,304,8,87,22,961
2020-09-13,31,18,,,8,,15,,,,,3727,1496,19,24,572,195,265,9,91,17,1000
2020-09-14,356,25,,,14,,142,,,,,4020,2166,13,45,707,196,327,8,85,14,3367
2020-09-15,273,24,,,8,,76,,1,,,4663,1947,26,43,740,166,281,16,106,18,2264
2020-09-16,216,31,,,8,,75,,2,,,3986,2075,35,29,687,212,237,9,70,53,1687
2020-09-17,150,26,,,9,,59,,,,,3640,1762,12,42,680,187,310,15,87,28,1595
2020-09-18,103,37,,,6,,44,,,,,3420,1928,14,32,698,174,399,11,82,27,2145
2020-09-19,44,29,,,3,,38,,1,,,4577,2268,8,34,652,194,314,17,75,19,2125
2020-09-20,34,18,,,4,,28,,1,,,4268,2486,6,31,827,207,285,11,76,12,2845
2020-09-21,26,21,,,5,,22,,,,,3966,2724,30,71,799,220,382,7,102,32,3196
2020-09-22,44,19,,,8,,28,,1,,,3474,1782,11,37,622,197,267,6,84,24,1092
2020-09-23,28,23,,,6,,22,,2,,,3557,1475,14,48,612,187,309,10,93,26,983
2020-09-24,34,26,,,14,,44,,,,1,3447,1538,12,39,592,175,366,11,95,34,848
2020-09-25,235,26,,,31,,17,,,,,3341,1683,8,45,591,177,325,8,91,26,1345
2020-09-26,29,27,,,13,,28,,1,,,3253,1603,25,35,529,153,306,13,79,13,1358
2020-09-27,27,19,,,168,,22,,,,,3433,1945,17,42,532,156,269,7,85,17,1156
2020-09-28,25,11,,,17,,25,,,,,3612,1765,14,29,639,167,331,7,70,25,1393
2020-09-29,15,16,,,12,,21,,,,,3524,1669,57,36,741,179,294,12,74,25,1032
2020-09-30,15,13,,,11,,14,,3,,,3225,1493,67,46,634,186,533,19,71,25,688
2020-10-01,25,14,,,3,,29,,,,,8427,13421,97,40,2431,243,864,53,140,34,1533
2020-10-02,22,20,,,7,,35,,5,,,3454,2358,73,37,724,178,375,21,87,57,1083
2020-10-03,20,15,,,10,,14,,1,,,3079,1727,58,18,554,153,228,11,63,30,992
2020-10-04,22,16,,,5,,29,,,,,4170,1776,71,28,591,138,342,10,79,31,829
2020-10-05,32,24,,,8,,46,,1,,,3709,2167,74,38,666,166,420,10,80,44,1046
2020-10-06,41,12,,,9,,38,,3,,,3391,1700,89,54,642,205,435,11,83,33,730
2020-10-07,15,10,,,21,,58,,,,,3299,1589,61,43,682,181,390,17,73,46,775
2020-10-08,29,18,,,8,,42,,3,,,3166,1449,84,47,714,235,321,10,67,23,557
2020-10-09,23,14,,,5,,37,,1,,,3375,1420,69,31,606,177,267,14,71,28,657
2020-10-10,20,12,,,10,,15,,2,,,2881,1394,114,32,628,181,277,5,53,20,545
2020-10-11,43,22,,,3,,21,,,,,3364,1598,92,27,637,155,249,19,56,16,753
2020-10-12,18,22,,,4,,17,,,,,3192,1468,137,91,659,176,239,6,91,19,574
2020-10-13,22,18,,,3,,23,,1,14,,3368,1370,69,73,636,183,275,10,71,17,559
2020-10-14,29,16,,,4,,17,,,1,,3331,1471,81,47,697,166,255,14,96,31,537
2020-10-15,20,18,,,9,,20,,2,,,3316,1503,133,59,718,197,261,11,85,33,534
2020-10-16,27,17,,,7,,21,,,2,,3142,1443,42,71,568,161,313,10,83,30,595
2020-10-17,31,14,,,6,,20,,,12,,3158,1355,79,41,620,157,214,6,40,21,479
2020-10-18,16,31,,,8,,29,,2,,,4113,1647,135,88,635,181,259,7,70,29,517
2020-10-19,26,9,,,12,,17,,5,,,3546,1568,107,58,696,281,276,10,69,47,552
2020-10-20,50,10,,,5,,12,,5,4,,3435,1549,107,56,660,220,243,6,110,33,811
2020-10-21,19,21,,,4,,16,,1,,,3654,1691,123,54,726,192,355,11,66,19,608
2020-10-22,14,24,,,3,,6,,1,1,,3497,1713,106,55,677,216,241,3,78,40,579
2020-10-23,33,88,,,1,,15,,,2,,3237,2121,77,44,591,230,259,9,79,43,719
2020-10-24,36,12,,,15,,19,,,,,3187,1549,46,29,543,148,225,23,74,64,618
2020-10-25,19,12,,,5,,22,,3,,,3757,1698,108,33,675,185,235,15,83,61,577
2020-10-26,13,15,,,3,,20,,6,1,,3931,1717,80,57,643,202,258,13,85,52,523
2020-10-27,30,12,,,9,,24,,,5,,3794,1735,76,68,668,273,275,12,70,29,563
2020-10-28,23,17,,,8,,13,,4,,,3723,1565,136,44,782,204,270,10,96,40,627
2020-10-29,14,18,,,4,,18,,5,1,,3461,1705,86,36,691,234,247,7,76,34,566
2020-10-30,26,21,,,7,,14,,5,4,,3260,1588,107,63,617,233,285,18,69,46,474
2020-10-31,36,19,,,4,,25,,4,,,3022,1334,93,51,641,147,217,14,63,49,422
2020-11-01,27,23,,,6,,18,,2,1,,3883,1824,67,40,712,193,354,9,75,40,426
2020-11-02,17,33,,,10,,17,,3,,,3528,1532,103,94,665,241,240,16,64,49,516
2020-11-03,32,17,,,2,,20,,,,,3485,1516,104,42,719,207,228,9,81,46,495
2020-11-04,20,13,,,2,,19,,3,1,,2840,1211,63,49,582,178,266,9,67,22,473
2020-11-05,24,15,,,9,,34,,,1,,3119,1517,132,35,610,273,233,5,95,33,567
2020-11-06,29,15,,,2,,18,,,2,,3052,1282,70,31,544,229,214,8,68,25,529
2020-11-07,27,18,,,6,,18,,2,,,2907,1372,77,43,516,168,199,1,72,35,429
2020-11-08,33,9,,,11,,32,,1,1,,3442,1353,85,33,638,219,201,10,72,35,576
2020-11-09,21,18,,,4,,23,,3,2,,3388,1581,53,53,611,222,298,17,92,26,590
2020-11-10,31,16,,,7,,28,,,,,3418,1528,87,43,602,206,237,16,74,30,576
2020-11-11,29,15,,,8,,19,,,,,3323,1681,75,36,582,231,317,20,100,26,579
2020-11-12,26,11,,,4,,24,,3,1,,3541,1652,75,47,643,254,267,10,92,24,595
2020-11-13,22,13,,,10,,20,,,1,,3298,1335,57,52,538,223,356,10,64,30,528
2020-11-14,14,22,,,14,,24,,,,,2945,1395,62,31,543,173,319,13,76,18,475
2020-11-15,34,13,,,9,,15,,1,1,,3340,1558,27,39,539,193,195,14,61,36,531
2020-11-16,19,14,,,3,,21,,,,,3512,1490,88,39,657,211,266,10,73,33,530
2020-11-17,24,15,,,4,,19,,1,,,3691,1699,100,40,666,215,300,16,65,29,503
2020-11-18,23,40,,,7,,27,,,,,5290,4123,58,50,692,270,748,13,112,48,628
2020-11-19,27,15,,,5,,27,,2,1,,4257,2759,59,59,633,288,264,9,110,40,614
2020-11-20,16,6,,,5,,25,,,,,3573,2012,58,57,614,236,375,15,95,20,641
2020-11-21,36,12,,,6,,24,,2,,,3350,1732,73,38,588,205,505,10,95,25,514
2020-11-22,31,13,,,4,,17,,,3,,4640,2028,58,29,654,238,982,16,100,26,682
2020-11-23,14,14,,,11,,34,,,1,,3942,3039,76,45,624,274,305,11,116,29,558
2020-11-24,24,14,,,3,,27,,2,1,,3653,1648,54,44,632,235,386,8,92,27,591
2020-11-25,26,21,,,5,,27,,,2,,3541,1551,71,58,731,259,274,16,68,32,474
2020-11-26,14,26,,,7,,34,,4,1,,3619,1407,40,65,614,298,292,16,104,26,434
2020-11-27,27,15,,,4,,42,,1,4,,3330,1468,26,42,558,307,218,8,80,31,529
2020-11-28,28,22,,,4,,24,,,1,,3446,1509,49,34,536,246,238,10,84,20,551
2020-11-29,17,14,,,7,,15,,2,2,,4241,1618,72,26,680,202,265,10,80,25,737
2020-11-30,30,15,,,4,,29,,1,,,3707,1686,66,31,704,244,310,25,82,36,610
2020-12-01,25,19,,,1,,26,,3,1,,3727,1570,57,39,659,237,239,9,73,20,495
2020-12-02,19,9,,,6,,16,,,3,,3654,1586,56,43,609,249,319,17,63,37,513
2020-12-03,22,3,,,1,,25,,2,,,3678,1504,51,35,631,302,286,29,78,20,566
2020-12-04,21,9,,,8,,23,,2,1,,3707,1377,52,43,593,207,272,6,59,17,605
2020-12-05,15,15,,,6,,12,,1,1,,3200,1530,29,37,518,173,293,9,90,21,524
2020-12-06,21,19,,,4,,45,,2,1,,3391,1686,22,69,555,233,262,10,104,18,550
2020-12-07,28,17,,,7,,21,,9,1,,3462,1839,21,66,584,249,283,8,136,22,571
2020-12-08,22,16,,,5,,22,,1,,,3446,1613,22,58,571,286,311,8,102,33,546
2020-12-09,19,11,,,10,,18,,1,,,3507,1813,29,51,521,250,323,9,70,39,520
2020-12-10,21,17,,,4,,35,,,,,3659,1759,18,74,555,234,330,17,82,20,465
2020-12-11,22,13,,,6,,12,,1,,,4862,1393,23,119,600,237,303,19,98,28,443
2020-12-12,26,19,,,8,,27,,,,,3519,1368,29,48,476,174,282,15,72,35,526
2020-12-13,20,12,,,5,,24,,1,1,,3832,1493,21,53,597,227,293,15,74,28,712
2020-12-14,23,8,,,6,,29,,1,1,,3419,1362,22,55,607,210,289,22,78,37,526
2020-12-15,12,4,,,8,,18,,2,,,3486,1500,24,52,611,203,313,20,63,37,628
2020-12-16,33,10,,,1,,38,,1,,,3793,1388,25,59,543,221,372,20,89,18,704
2020-12-17,11,15,,,5,,27,,2,1,,3418,1642,15,48,559,217,314,6,73,25,1260
2020-12-18,17,19,,,1,,21,,2,,,3326,1577,18,61,683,178,345,11,91,16,975
2020-12-19,14,15,,,6,,20,,3,,,3224,1389,7,31,605,231,265,6,103,22,796
2020-12-20,23,14,,,7,,35,,2,2,,3218,1395,24,29,579,189,272,19,96,22,746
2020-12-21,19,20,,,7,,21,,1,,,3566,1431,17,46,831,194,383,12,55,17,688
2020-12-22,27,19,,,7,,41,,2,,,3752,1414,24,41,641,209,318,8,66,18,740
2020-12-23,20,11,,,12,,28,,2,,,3289,1466,14,46,631,206,379,13,62,29,875
2020-12-24,22,7,,,12,,25,,2,,,2919,1163,18,31,535,147,330,10,57,23,573
2020-12-25,11,12,,,9,,21,,,,,2750,1046,15,23,457,141,325,9,64,27,674
2020-12-26,12,17,,,8,,13,,1,1,,4842,1452,22,36,663,213,292,6,81,23,767
2020-12-27,26,17,,,3,,30,,4,1,,3744,1486,119,42,733,211,265,15,65,30,877
2020-12-28,21,17,,,9,,15,,,1,,3617,1528,19,52,602,161,291,13,74,28,716
2020-12-29,25,12,,,4,,15,,4,3,,3539,1340,16,39,706,186,272,18,79,18,688
2020-12-30,13,17,,,2,,15,,1,,,3212,1337,24,36,563,172,303,10,79,20,650
2020-12-31,13,7,,,5,,11,,1,1,,2982,1236,22,53,457,173,275,7,73,23,518
2021-01-01,19,14,,,5,,18,,,,,3155,1493,13,35,547,137,258,7,70,19,790
2021-01-02,12,23,,,2,,27,,1,,,3536,1544,16,37,517,250,313,13,79,24,971
2021-01-03,21,12,,,6,,24,,,,,3965,1670,17,50,687,303,334,11,98,27,1055
2021-01-04,13,9,,,11,,36,,3,1,,4345,1435,24,56,789,288,341,9,107,15,731
2021-01-05,21,16,,,6,,23,,,1,,3713,1408,18,54,791,265,371,10,78,23,657
2021-01-06,18,16,,,8,,23,,,,,3358,1312,14,52,799,275,381,13,73,16,574
2021-01-07,14,9,,,3,,25,,2,,,3400,1235,22,56,687,264,332,9,65,14,525
2021-01-08,22,17,,,3,,16,,1,,,3617,1315,19,46,641,300,363,9,102,25,519
2021-01-09,29,14,,,11,,20,,3,2,,5465,1472,24,37,746,306,352,9,81,26,573
2021-01-10,31,16,,,9,,19,,1,1,,4161,1483,19,53,726,276,313,16,87,28,645
2021-01-11,24,17,,,9,,23,,,1,,4048,1469,17,80,740,295,312,10,76,35,732
2021-01-12,14,14,,,5,,14,,1,1,,3882,2055,19,43,646,310,337,13,72,23,619
2021-01-13,31,11,,,13,,41,,1,2,,3925,1733,35,50,802,273,319,8,83,27,563
2021-01-14,31,12,,,7,,25,,2,14,,4580,1912,24,75,628,328,420,14,85,23,724
2021-01-15,7,8,,,8,,11,,2,1,,4167,2098,12,60,609,263,312,14,89,25,607
2021-01-16,25,9,,,5,,27,,1,,,4046,2040,19,71,648,254,324,16,80,22,683
2021-01-17,14,16,,,10,,17,,,1,,4130,2236,17,58,554,286,297,16,62,30,736
2021-01-18,53,13,,,18,,67,,,1,,4678,2083,21,55,711,323,330,13,97,32,618
2021-01-19,26,17,,,6,,43,,,,,4195,2059,11,65,739,280,383,5,83,25,713
2021-01-20,39,23,,,6,,23,,2,,,3623,1808,18,30,628,226,272,14,80,24,489
