,en,en,en,en,en,en,en,en,en,en,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw
,Economy_of_Rwanda,Education_in_Rwanda,Kigali,Kinyarwanda,Louise_Mushikiwabo,Paul_Kagame,Rose_Kabuye,Rwanda,Rwanda,Umuganda,Agnes_Binagwaho,Ikinyarwanda,Kigali,Louise_Mushikiwabo,Paul_Kagame,Paul_Rusesabagina,Rose_Kabuye,Rwanda,Rwanda,Ubukungu_bw%27U_Rwanda,Uburezi_mu_Rwanda,Umuganda
2021-03-24,20.0,244.0,384.0,104.0,1596.0,55.0,24.0,4652.0,35.0,723.0,,,,2.0,,2356.0,3.0,45.0,25.0,26.0,9.0,2.0
2021-03-25,12.0,242.0,398.0,95.0,1728.0,59.0,30.0,4878.0,34.0,686.0,,,,,,2266.0,3.0,28.0,20.0,34.0,6.0,2.0
2021-03-26,24.0,227.0,391.0,99.0,1424.0,70.0,24.0,5133.0,18.0,682.0,,,,1.0,,2386.0,,9.0,19.0,25.0,1.0,1.0
2021-03-27,24.0,191.0,349.0,105.0,1236.0,43.0,25.0,5590.0,30.0,726.0,,,,,,2735.0,5.0,28.0,14.0,26.0,3.0,
2021-03-28,14.0,203.0,362.0,90.0,1361.0,40.0,24.0,4868.0,17.0,711.0,,,,,,2541.0,1.0,34.0,23.0,29.0,9.0,1.0
2021-03-29,22.0,258.0,390.0,101.0,1115.0,55.0,27.0,5434.0,34.0,870.0,,,,,,2707.0,3.0,33.0,19.0,30.0,13.0,2.0
2021-03-30,12.0,268.0,366.0,84.0,1085.0,57.0,23.0,4978.0,33.0,852.0,,,,1.0,,2130.0,,33.0,13.0,26.0,4.0,2.0
2021-03-31,15.0,215.0,415.0,110.0,1336.0,73.0,19.0,4856.0,34.0,665.0,,,,,,2157.0,3.0,27.0,11.0,23.0,7.0,
2021-04-01,17.0,228.0,280.0,62.0,954.0,45.0,29.0,4179.0,24.0,726.0,,,,2.0,,1944.0,4.0,18.0,11.0,25.0,4.0,1.0
2021-04-02,18.0,175.0,303.0,91.0,1055.0,47.0,23.0,4251.0,10.0,652.0,,,,,,1973.0,3.0,33.0,23.0,29.0,8.0,2.0
2021-04-03,18.0,198.0,294.0,74.0,1111.0,42.0,14.0,5346.0,15.0,804.0,,,,1.0,,2034.0,1.0,14.0,7.0,28.0,4.0,1.0
2021-04-04,21.0,193.0,280.0,96.0,1043.0,56.0,14.0,4127.0,26.0,650.0,,,,1.0,,2064.0,2.0,22.0,13.0,36.0,6.0,5.0
2021-04-05,17.0,261.0,333.0,88.0,1077.0,74.0,15.0,4892.0,42.0,706.0,,,,,,2048.0,,21.0,20.0,28.0,15.0,
2021-04-06,22.0,243.0,336.0,88.0,954.0,80.0,20.0,4788.0,17.0,628.0,,,,1.0,,2172.0,6.0,23.0,9.0,27.0,7.0,2.0
2021-04-07,58.0,255.0,460.0,134.0,1829.0,98.0,35.0,7745.0,36.0,967.0,,,,,,5603.0,3.0,18.0,25.0,79.0,5.0,2.0
2021-04-08,15.0,239.0,352.0,108.0,993.0,70.0,21.0,5148.0,35.0,684.0,,,,1.0,,2688.0,1.0,29.0,19.0,21.0,6.0,1.0
2021-04-09,21.0,221.0,347.0,114.0,769.0,54.0,38.0,4270.0,41.0,561.0,,,,,,1935.0,2.0,33.0,16.0,24.0,5.0,1.0
2021-04-10,21.0,211.0,314.0,100.0,783.0,49.0,19.0,3895.0,35.0,551.0,,,,,,2126.0,3.0,22.0,30.0,28.0,2.0,
2021-04-11,16.0,223.0,345.0,103.0,892.0,73.0,97.0,4140.0,31.0,539.0,,,,1.0,,2041.0,1.0,17.0,25.0,18.0,6.0,1.0
2021-04-12,13.0,205.0,362.0,73.0,759.0,130.0,93.0,4284.0,58.0,610.0,,,,6.0,,1970.0,3.0,25.0,20.0,41.0,8.0,2.0
2021-04-13,16.0,201.0,351.0,96.0,695.0,115.0,57.0,4323.0,44.0,694.0,,,,4.0,,1873.0,4.0,25.0,21.0,22.0,6.0,1.0
2021-04-14,16.0,159.0,353.0,95.0,684.0,111.0,36.0,4164.0,29.0,572.0,,,,2.0,,1679.0,1.0,22.0,24.0,33.0,6.0,6.0
2021-04-15,13.0,176.0,345.0,83.0,677.0,51.0,24.0,4117.0,27.0,654.0,,,,,,1664.0,3.0,20.0,25.0,61.0,7.0,
2021-04-16,9.0,184.0,275.0,81.0,640.0,56.0,21.0,3727.0,23.0,565.0,,,,,,1498.0,1.0,15.0,21.0,67.0,9.0,1.0
2021-04-17,18.0,148.0,297.0,77.0,964.0,44.0,29.0,3966.0,21.0,990.0,,,,1.0,,1789.0,,22.0,8.0,40.0,8.0,
2021-04-18,60.0,349.0,977.0,176.0,1298.0,67.0,42.0,20403.0,82.0,47484.0,,,,1.0,,4002.0,2.0,18.0,18.0,24.0,11.0,1.0
2021-04-19,17.0,200.0,431.0,127.0,795.0,82.0,19.0,5921.0,58.0,7816.0,,,,1.0,,2129.0,4.0,28.0,12.0,45.0,11.0,1.0
2021-04-20,23.0,243.0,395.0,106.0,952.0,57.0,35.0,6214.0,40.0,3332.0,,,,,,3350.0,2.0,13.0,32.0,55.0,18.0,2.0
2021-04-21,13.0,219.0,402.0,108.0,713.0,49.0,28.0,4606.0,32.0,2513.0,,,,2.0,,2128.0,1.0,8.0,14.0,65.0,13.0,4.0
2021-04-22,14.0,248.0,289.0,94.0,762.0,66.0,35.0,4169.0,32.0,901.0,,,,2.0,,1845.0,6.0,29.0,16.0,78.0,3.0,
2021-04-23,16.0,198.0,316.0,84.0,668.0,50.0,27.0,4163.0,32.0,840.0,,,,1.0,,1765.0,1.0,31.0,24.0,36.0,4.0,1.0
2021-04-24,11.0,130.0,317.0,76.0,672.0,51.0,27.0,3879.0,23.0,768.0,,,,1.0,,1728.0,5.0,18.0,18.0,31.0,7.0,3.0
2021-04-25,15.0,177.0,438.0,93.0,723.0,43.0,17.0,3808.0,27.0,754.0,,,,3.0,,1926.0,,12.0,22.0,30.0,6.0,7.0
2021-04-26,17.0,206.0,737.0,75.0,845.0,54.0,17.0,4038.0,35.0,756.0,4.0,,,3.0,,1859.0,,18.0,23.0,31.0,5.0,1.0
2021-04-27,14.0,202.0,478.0,79.0,752.0,55.0,28.0,3882.0,32.0,783.0,4.0,,,2.0,,1744.0,2.0,26.0,14.0,37.0,4.0,
2021-04-28,10.0,216.0,390.0,82.0,715.0,33.0,20.0,3953.0,28.0,823.0,3.0,,,1.0,,1583.0,3.0,32.0,13.0,34.0,4.0,1.0
2021-04-29,14.0,197.0,372.0,103.0,718.0,61.0,20.0,4113.0,27.0,688.0,10.0,,,4.0,,1600.0,4.0,16.0,14.0,30.0,4.0,
2021-04-30,11.0,137.0,270.0,76.0,631.0,57.0,49.0,3595.0,21.0,617.0,8.0,,,1.0,,1482.0,2.0,31.0,20.0,26.0,4.0,4.0
2021-05-01,10.0,135.0,306.0,97.0,646.0,57.0,30.0,3401.0,16.0,560.0,4.0,,,1.0,,1499.0,6.0,22.0,27.0,26.0,6.0,2.0
2021-05-02,13.0,156.0,252.0,70.0,867.0,62.0,12.0,3529.0,20.0,640.0,3.0,,,,,1641.0,2.0,21.0,16.0,21.0,1.0,1.0
2021-05-03,13.0,187.0,340.0,92.0,894.0,59.0,26.0,4373.0,35.0,735.0,3.0,,,1.0,,1836.0,3.0,24.0,15.0,44.0,3.0,1.0
2021-05-04,14.0,218.0,315.0,86.0,746.0,47.0,22.0,4152.0,33.0,749.0,1.0,,,1.0,,1710.0,2.0,11.0,17.0,32.0,3.0,
2021-05-05,18.0,203.0,340.0,62.0,1037.0,58.0,54.0,4749.0,31.0,790.0,15.0,,,1.0,,2564.0,2.0,24.0,15.0,39.0,9.0,2.0
2021-05-06,8.0,227.0,310.0,62.0,909.0,75.0,24.0,4502.0,30.0,662.0,3.0,,,,,1999.0,8.0,14.0,11.0,58.0,7.0,1.0
2021-05-07,15.0,160.0,287.0,74.0,824.0,54.0,29.0,3782.0,50.0,590.0,3.0,,,,,1508.0,1.0,18.0,29.0,30.0,3.0,7.0
2021-05-08,17.0,119.0,237.0,75.0,648.0,38.0,19.0,3964.0,28.0,547.0,2.0,,,,,1365.0,1.0,10.0,22.0,12.0,4.0,
2021-05-09,12.0,205.0,271.0,94.0,699.0,46.0,19.0,4258.0,17.0,616.0,2.0,,,1.0,,1521.0,3.0,36.0,18.0,28.0,8.0,5.0
2021-05-10,10.0,215.0,330.0,71.0,1029.0,59.0,21.0,5367.0,30.0,1325.0,2.0,,,3.0,,1750.0,1.0,24.0,7.0,37.0,7.0,1.0
2021-05-11,12.0,198.0,356.0,73.0,955.0,47.0,23.0,4765.0,43.0,1018.0,1.0,,,2.0,,1583.0,4.0,12.0,12.0,29.0,12.0,1.0
2021-05-12,10.0,227.0,301.0,58.0,1122.0,57.0,46.0,4698.0,33.0,859.0,7.0,,,1.0,,1725.0,4.0,30.0,25.0,31.0,4.0,3.0
2021-05-13,7.0,232.0,321.0,76.0,1083.0,68.0,24.0,4663.0,36.0,731.0,4.0,,,,,1644.0,,16.0,12.0,28.0,3.0,5.0
2021-05-14,14.0,270.0,327.0,61.0,1280.0,54.0,26.0,4679.0,21.0,997.0,4.0,,,,,1521.0,,16.0,15.0,35.0,4.0,1.0
2021-05-15,7.0,233.0,237.0,43.0,993.0,39.0,19.0,4416.0,24.0,809.0,2.0,,,1.0,,1407.0,2.0,27.0,28.0,26.0,5.0,3.0
2021-05-16,12.0,302.0,278.0,60.0,1096.0,41.0,21.0,6921.0,39.0,3026.0,2.0,,,2.0,,1717.0,,16.0,13.0,29.0,7.0,
2021-05-17,13.0,218.0,306.0,80.0,1184.0,43.0,126.0,5881.0,42.0,1786.0,,,,,,2163.0,2.0,16.0,17.0,24.0,4.0,2.0
2021-05-18,10.0,258.0,318.0,74.0,1329.0,64.0,113.0,5182.0,52.0,1024.0,5.0,,,1.0,,2190.0,4.0,23.0,50.0,26.0,7.0,4.0
2021-05-19,10.0,241.0,314.0,76.0,1256.0,71.0,53.0,4702.0,23.0,1016.0,4.0,,,,,2014.0,8.0,18.0,27.0,27.0,12.0,3.0
2021-05-20,15.0,184.0,299.0,76.0,1685.0,73.0,35.0,4465.0,25.0,810.0,2.0,,,1.0,,1901.0,1.0,20.0,22.0,28.0,5.0,1.0
2021-05-21,14.0,169.0,252.0,75.0,1250.0,36.0,45.0,4016.0,43.0,694.0,2.0,,,,,1842.0,,12.0,21.0,24.0,8.0,4.0
2021-05-22,19.0,146.0,270.0,214.0,1470.0,46.0,15.0,4262.0,20.0,804.0,2.0,,,3.0,,1893.0,2.0,23.0,22.0,16.0,5.0,4.0
2021-05-23,10.0,165.0,348.0,74.0,1188.0,52.0,21.0,5708.0,48.0,1037.0,3.0,,,,,1949.0,1.0,22.0,18.0,37.0,3.0,1.0
2021-05-24,14.0,236.0,330.0,75.0,1437.0,58.0,31.0,4986.0,33.0,905.0,1.0,,,2.0,,1845.0,,23.0,15.0,41.0,3.0,
2021-05-25,8.0,301.0,344.0,65.0,1227.0,77.0,31.0,4729.0,43.0,880.0,3.0,,,4.0,,2134.0,3.0,33.0,14.0,27.0,4.0,2.0
2021-05-26,13.0,275.0,294.0,76.0,1107.0,64.0,45.0,4854.0,41.0,1044.0,5.0,,,2.0,,1886.0,1.0,32.0,20.0,21.0,5.0,
2021-05-27,27.0,364.0,425.0,181.0,1631.0,67.0,27.0,11053.0,45.0,1299.0,4.0,,,2.0,,4926.0,6.0,14.0,30.0,47.0,2.0,2.0
2021-05-28,27.0,321.0,381.0,292.0,1184.0,57.0,24.0,8558.0,57.0,1166.0,2.0,,,1.0,,3582.0,7.0,18.0,33.0,39.0,11.0,1.0
2021-05-29,20.0,271.0,311.0,185.0,1020.0,74.0,31.0,6981.0,24.0,799.0,2.0,,,1.0,,2930.0,8.0,29.0,22.0,28.0,5.0,2.0
2021-05-30,24.0,267.0,316.0,117.0,1007.0,34.0,40.0,5718.0,25.0,947.0,1.0,,,4.0,,2243.0,1.0,15.0,13.0,29.0,14.0,
2021-05-31,8.0,290.0,311.0,108.0,937.0,45.0,30.0,5188.0,25.0,866.0,3.0,,,,,2103.0,1.0,21.0,22.0,30.0,3.0,4.0
2021-06-01,12.0,329.0,343.0,74.0,1034.0,64.0,26.0,5015.0,33.0,761.0,,,,3.0,,2369.0,2.0,29.0,20.0,25.0,9.0,
2021-06-02,22.0,319.0,284.0,60.0,838.0,68.0,25.0,4457.0,33.0,689.0,1.0,,,1.0,,1834.0,5.0,17.0,28.0,44.0,9.0,5.0
2021-06-03,20.0,207.0,292.0,82.0,799.0,50.0,28.0,4796.0,31.0,644.0,5.0,,,2.0,,1713.0,3.0,16.0,25.0,27.0,3.0,1.0
2021-06-04,10.0,651.0,312.0,82.0,725.0,41.0,25.0,4409.0,24.0,586.0,1.0,,,1.0,,1516.0,3.0,19.0,28.0,31.0,4.0,6.0
2021-06-05,13.0,216.0,212.0,70.0,716.0,51.0,47.0,3804.0,78.0,947.0,2.0,,,9.0,,1532.0,,18.0,17.0,35.0,4.0,1.0
2021-06-06,20.0,140.0,273.0,61.0,1146.0,40.0,24.0,3954.0,27.0,698.0,1.0,,,1.0,,1657.0,1.0,14.0,14.0,32.0,13.0,2.0
2021-06-07,17.0,195.0,331.0,55.0,920.0,57.0,19.0,4146.0,20.0,608.0,3.0,,,3.0,,1672.0,,26.0,21.0,55.0,1.0,2.0
2021-06-08,7.0,212.0,288.0,90.0,904.0,61.0,21.0,4224.0,34.0,671.0,6.0,,,2.0,,1688.0,4.0,26.0,14.0,61.0,13.0,2.0
2021-06-09,13.0,194.0,318.0,65.0,674.0,45.0,37.0,3886.0,40.0,615.0,2.0,,,2.0,,1581.0,2.0,20.0,24.0,31.0,7.0,
2021-06-10,21.0,168.0,280.0,58.0,721.0,58.0,24.0,3872.0,21.0,673.0,1.0,,,,,1596.0,3.0,23.0,14.0,31.0,6.0,3.0
2021-06-11,16.0,203.0,285.0,68.0,691.0,44.0,17.0,3736.0,21.0,764.0,1.0,,,1.0,,1489.0,2.0,21.0,23.0,23.0,7.0,1.0
2021-06-12,18.0,152.0,236.0,67.0,573.0,39.0,41.0,3492.0,22.0,554.0,,,,3.0,,1441.0,6.0,23.0,30.0,28.0,11.0,1.0
2021-06-13,16.0,178.0,278.0,67.0,557.0,56.0,38.0,3551.0,39.0,638.0,18.0,,,3.0,,1405.0,2.0,25.0,26.0,38.0,7.0,
2021-06-14,19.0,220.0,326.0,57.0,756.0,35.0,27.0,3591.0,31.0,592.0,1.0,,,1.0,,1596.0,1.0,18.0,29.0,40.0,3.0,1.0
2021-06-15,13.0,166.0,319.0,62.0,742.0,53.0,23.0,3669.0,14.0,607.0,20.0,,,,,1356.0,3.0,31.0,20.0,24.0,10.0,3.0
2021-06-16,15.0,186.0,280.0,57.0,679.0,45.0,19.0,3594.0,26.0,589.0,4.0,,,1.0,,1312.0,2.0,25.0,9.0,44.0,9.0,1.0
2021-06-17,19.0,182.0,274.0,61.0,712.0,57.0,35.0,3850.0,20.0,583.0,9.0,,,,,1337.0,6.0,30.0,17.0,33.0,5.0,
2021-06-18,15.0,155.0,297.0,51.0,896.0,55.0,35.0,3589.0,27.0,584.0,4.0,,,12.0,,1450.0,1.0,14.0,21.0,58.0,9.0,4.0
2021-06-19,10.0,155.0,269.0,82.0,755.0,47.0,8.0,3596.0,16.0,507.0,8.0,,,1.0,,1376.0,1.0,47.0,15.0,31.0,4.0,1.0
2021-06-20,18.0,184.0,287.0,70.0,1283.0,56.0,16.0,4018.0,31.0,576.0,21.0,,,3.0,,1549.0,1.0,17.0,30.0,21.0,6.0,1.0
2021-06-21,15.0,175.0,347.0,64.0,725.0,34.0,34.0,3986.0,39.0,534.0,24.0,,,1.0,,1648.0,,23.0,12.0,28.0,4.0,1.0
2021-06-22,16.0,190.0,310.0,55.0,1613.0,52.0,27.0,3952.0,29.0,542.0,5.0,,,4.0,,1489.0,1.0,22.0,30.0,32.0,4.0,
2021-06-23,8.0,179.0,306.0,50.0,2610.0,30.0,28.0,3688.0,17.0,618.0,10.0,,,2.0,,1522.0,2.0,11.0,22.0,32.0,5.0,2.0
2021-06-24,18.0,131.0,333.0,64.0,915.0,45.0,26.0,3657.0,38.0,578.0,4.0,,,,,1372.0,2.0,29.0,11.0,41.0,4.0,2.0
2021-06-25,15.0,171.0,278.0,54.0,642.0,41.0,31.0,4108.0,31.0,585.0,19.0,,,1.0,,1506.0,5.0,14.0,31.0,23.0,3.0,
2021-06-26,11.0,143.0,234.0,50.0,608.0,47.0,16.0,3605.0,19.0,517.0,18.0,,,2.0,,1460.0,4.0,16.0,16.0,21.0,5.0,1.0
2021-06-27,22.0,154.0,292.0,52.0,653.0,34.0,13.0,3844.0,17.0,514.0,1.0,,,2.0,,1577.0,1.0,13.0,25.0,27.0,6.0,1.0
2021-06-28,15.0,151.0,273.0,68.0,879.0,39.0,33.0,4631.0,41.0,571.0,9.0,,,1.0,,1611.0,3.0,16.0,9.0,27.0,8.0,1.0
2021-06-29,15.0,164.0,284.0,65.0,596.0,35.0,31.0,3907.0,37.0,543.0,1.0,,,4.0,,1469.0,2.0,10.0,13.0,26.0,7.0,
2021-06-30,14.0,144.0,303.0,48.0,747.0,37.0,25.0,3909.0,30.0,530.0,16.0,,,,,1494.0,1.0,8.0,16.0,20.0,10.0,
2021-07-01,11.0,162.0,316.0,67.0,664.0,57.0,28.0,5737.0,43.0,716.0,2.0,,,2.0,,1567.0,3.0,26.0,8.0,26.0,5.0,3.0
2021-07-02,10.0,138.0,268.0,60.0,592.0,55.0,25.0,3984.0,17.0,582.0,4.0,,,3.0,,1386.0,2.0,11.0,6.0,29.0,4.0,2.0
2021-07-03,22.0,207.0,277.0,63.0,511.0,38.0,24.0,3943.0,29.0,584.0,28.0,,,,,1478.0,5.0,17.0,17.0,29.0,4.0,1.0
2021-07-04,42.0,185.0,269.0,68.0,531.0,54.0,20.0,5157.0,26.0,629.0,23.0,,,,,2051.0,1.0,21.0,14.0,23.0,4.0,3.0
2021-07-05,30.0,208.0,274.0,84.0,501.0,49.0,13.0,4321.0,32.0,643.0,16.0,,,,,1754.0,1.0,24.0,9.0,26.0,2.0,
2021-07-06,23.0,207.0,306.0,127.0,549.0,42.0,24.0,5143.0,22.0,724.0,20.0,,,1.0,,1982.0,6.0,21.0,19.0,29.0,12.0,4.0
2021-07-07,16.0,198.0,270.0,136.0,440.0,44.0,32.0,4498.0,36.0,659.0,25.0,,,2.0,,2317.0,6.0,33.0,20.0,48.0,12.0,
2021-07-08,13.0,167.0,321.0,85.0,444.0,33.0,30.0,4207.0,23.0,591.0,28.0,,,8.0,,1680.0,10.0,32.0,24.0,29.0,10.0,8.0
2021-07-09,18.0,198.0,292.0,66.0,510.0,46.0,29.0,4022.0,21.0,588.0,11.0,,,2.0,,1658.0,2.0,29.0,18.0,29.0,5.0,1.0
2021-07-10,11.0,188.0,278.0,70.0,477.0,39.0,14.0,4040.0,16.0,578.0,12.0,,,,,1595.0,,22.0,14.0,18.0,5.0,3.0
2021-07-11,9.0,181.0,332.0,63.0,526.0,24.0,26.0,4123.0,18.0,576.0,21.0,,,,,1602.0,5.0,26.0,13.0,19.0,14.0,2.0
2021-07-12,10.0,202.0,321.0,80.0,478.0,20.0,24.0,4282.0,11.0,623.0,30.0,,,2.0,,1520.0,4.0,16.0,11.0,15.0,4.0,
2021-07-13,14.0,190.0,348.0,79.0,507.0,37.0,17.0,4357.0,25.0,605.0,4.0,,,1.0,,1664.0,2.0,20.0,20.0,23.0,6.0,1.0
2021-07-14,10.0,190.0,298.0,72.0,542.0,60.0,33.0,4071.0,44.0,659.0,20.0,,,,,1543.0,5.0,37.0,12.0,17.0,4.0,
2021-07-15,20.0,203.0,325.0,56.0,531.0,50.0,16.0,4439.0,33.0,669.0,15.0,,,1.0,,1577.0,2.0,12.0,17.0,18.0,6.0,1.0
2021-07-16,12.0,212.0,290.0,74.0,631.0,87.0,27.0,4301.0,3556.0,779.0,4.0,,,1.0,,1510.0,2.0,10.0,12.0,25.0,6.0,1.0
2021-07-17,8.0,164.0,296.0,56.0,723.0,64.0,47.0,3921.0,70.0,655.0,10.0,,,1.0,,1550.0,,32.0,12.0,24.0,4.0,2.0
2021-07-18,17.0,175.0,309.0,96.0,1062.0,45.0,40.0,4495.0,48.0,769.0,8.0,,,2.0,,1654.0,5.0,29.0,8.0,19.0,6.0,
2021-07-19,14.0,202.0,361.0,86.0,1073.0,52.0,33.0,4345.0,32.0,748.0,3.0,,,1.0,,1646.0,2.0,28.0,19.0,13.0,6.0,1.0
2021-07-20,7.0,147.0,387.0,47.0,1692.0,36.0,20.0,4017.0,31.0,646.0,24.0,,,1.0,,1648.0,7.0,13.0,17.0,24.0,6.0,3.0
2021-07-21,18.0,152.0,339.0,74.0,969.0,67.0,41.0,3968.0,27.0,674.0,,,,3.0,,1601.0,9.0,20.0,21.0,15.0,5.0,5.0
2021-07-22,11.0,171.0,316.0,73.0,833.0,54.0,20.0,3840.0,24.0,662.0,4.0,,,5.0,,1490.0,11.0,25.0,33.0,20.0,11.0,5.0
2021-07-23,20.0,149.0,313.0,80.0,767.0,82.0,49.0,4203.0,37.0,644.0,30.0,,,9.0,,1468.0,5.0,30.0,12.0,48.0,17.0,10.0
2021-07-24,14.0,135.0,275.0,71.0,588.0,56.0,20.0,3996.0,31.0,601.0,19.0,,,2.0,,1448.0,2.0,35.0,8.0,29.0,4.0,1.0
2021-07-25,10.0,120.0,275.0,73.0,715.0,40.0,25.0,4128.0,20.0,642.0,1.0,,,1.0,,1567.0,7.0,33.0,10.0,17.0,7.0,2.0
2021-07-26,7.0,141.0,281.0,121.0,841.0,44.0,19.0,3898.0,20.0,575.0,1.0,,,,,1420.0,12.0,25.0,10.0,12.0,5.0,
2021-07-27,19.0,150.0,297.0,90.0,680.0,50.0,41.0,3721.0,24.0,610.0,19.0,,,1.0,,1399.0,1.0,198.0,16.0,13.0,8.0,1.0
2021-07-28,14.0,130.0,261.0,78.0,579.0,63.0,57.0,3831.0,30.0,679.0,10.0,,,16.0,,1410.0,4.0,25.0,169.0,10.0,4.0,2.0
2021-07-29,18.0,132.0,273.0,61.0,661.0,34.0,32.0,6367.0,18.0,598.0,2.0,,,3.0,,1443.0,5.0,27.0,12.0,22.0,8.0,
2021-07-30,5.0,126.0,267.0,56.0,563.0,34.0,19.0,3908.0,19.0,533.0,2.0,,,3.0,,1237.0,23.0,28.0,7.0,20.0,15.0,3.0
2021-07-31,7.0,106.0,214.0,55.0,545.0,25.0,14.0,3522.0,15.0,585.0,,,,1.0,,1291.0,1.0,31.0,23.0,27.0,6.0,7.0
2021-08-01,9.0,148.0,225.0,62.0,614.0,37.0,12.0,3725.0,35.0,607.0,20.0,,,1.0,,1500.0,3.0,24.0,15.0,28.0,3.0,4.0
2021-08-02,8.0,162.0,299.0,61.0,500.0,43.0,19.0,4050.0,27.0,645.0,12.0,,,,,1501.0,3.0,38.0,18.0,19.0,6.0,7.0
2021-08-03,6.0,135.0,260.0,71.0,439.0,40.0,24.0,3833.0,28.0,625.0,14.0,,,,,1365.0,7.0,18.0,13.0,24.0,2.0,3.0
2021-08-04,15.0,155.0,260.0,70.0,498.0,64.0,26.0,4222.0,20.0,630.0,2.0,,,3.0,,1497.0,1.0,16.0,17.0,26.0,6.0,2.0
2021-08-05,14.0,157.0,377.0,42.0,462.0,52.0,24.0,3855.0,21.0,647.0,19.0,,,,,1341.0,,24.0,11.0,19.0,8.0,1.0
2021-08-06,7.0,136.0,336.0,50.0,463.0,38.0,14.0,3852.0,19.0,611.0,9.0,,,,,1350.0,2.0,20.0,11.0,23.0,4.0,4.0
2021-08-07,11.0,141.0,245.0,56.0,528.0,37.0,15.0,3551.0,16.0,557.0,,,,,,1255.0,4.0,21.0,8.0,21.0,10.0,2.0
2021-08-08,13.0,112.0,242.0,66.0,695.0,50.0,19.0,4386.0,23.0,618.0,,,,,,1581.0,2.0,21.0,10.0,12.0,4.0,1.0
2021-08-09,22.0,179.0,392.0,65.0,610.0,82.0,26.0,5722.0,28.0,788.0,,,,6.0,,1492.0,3.0,28.0,20.0,63.0,4.0,8.0
2021-08-10,11.0,168.0,293.0,78.0,553.0,56.0,15.0,4970.0,27.0,677.0,11.0,,,1.0,,1403.0,3.0,26.0,12.0,21.0,5.0,1.0
2021-08-11,28.0,140.0,360.0,64.0,546.0,62.0,24.0,5094.0,13.0,685.0,9.0,,,2.0,,1552.0,1.0,24.0,8.0,17.0,2.0,2.0
2021-08-12,10.0,162.0,279.0,66.0,585.0,50.0,15.0,5775.0,19.0,698.0,2.0,,,1.0,,1586.0,3.0,23.0,14.0,20.0,4.0,2.0
2021-08-13,8.0,186.0,275.0,63.0,660.0,63.0,9.0,5259.0,35.0,720.0,2.0,,,1.0,,2318.0,1.0,15.0,9.0,10.0,8.0,2.0
2021-08-14,10.0,224.0,292.0,72.0,783.0,51.0,47.0,7226.0,32.0,827.0,2.0,,,1.0,,5481.0,,14.0,11.0,13.0,1.0,3.0
2021-08-15,18.0,235.0,301.0,76.0,931.0,67.0,29.0,6091.0,13.0,763.0,2.0,,,1.0,,3395.0,1.0,19.0,8.0,15.0,5.0,
2021-08-16,5.0,156.0,286.0,82.0,939.0,80.0,19.0,5536.0,19.0,708.0,1.0,,,,,2759.0,2.0,17.0,14.0,17.0,5.0,
2021-08-17,3.0,175.0,331.0,70.0,772.0,80.0,15.0,5151.0,21.0,808.0,2.0,,,,,2155.0,,22.0,14.0,29.0,8.0,2.0
2021-08-18,7.0,156.0,278.0,71.0,683.0,66.0,20.0,4619.0,35.0,777.0,17.0,,,,,1641.0,2.0,33.0,13.0,18.0,5.0,2.0
2021-08-19,16.0,183.0,286.0,67.0,728.0,87.0,14.0,4599.0,24.0,782.0,3.0,,,3.0,,1664.0,1.0,60.0,36.0,47.0,7.0,1.0
2021-08-20,8.0,227.0,301.0,86.0,837.0,125.0,33.0,4216.0,22.0,724.0,13.0,,,1.0,,1579.0,1.0,46.0,25.0,47.0,6.0,4.0
2021-08-21,17.0,176.0,256.0,62.0,743.0,52.0,32.0,3897.0,15.0,621.0,1.0,,,4.0,,1513.0,1.0,60.0,23.0,32.0,13.0,2.0
2021-08-22,11.0,190.0,234.0,53.0,956.0,28.0,21.0,5879.0,22.0,666.0,2.0,,,8.0,,1748.0,1.0,20.0,13.0,12.0,7.0,2.0
2021-08-23,15.0,176.0,302.0,50.0,925.0,28.0,12.0,4458.0,28.0,793.0,10.0,,,1.0,,1611.0,2.0,26.0,20.0,10.0,6.0,4.0
2021-08-24,11.0,145.0,281.0,67.0,631.0,46.0,18.0,4299.0,18.0,720.0,1.0,,,1.0,,1497.0,7.0,37.0,9.0,24.0,2.0,1.0
2021-08-25,7.0,185.0,371.0,76.0,537.0,45.0,22.0,4857.0,36.0,713.0,11.0,,,2.0,,1449.0,7.0,19.0,9.0,18.0,8.0,1.0
2021-08-26,8.0,132.0,310.0,60.0,528.0,41.0,18.0,4417.0,23.0,741.0,1.0,,,,,1396.0,,25.0,11.0,23.0,6.0,
2021-08-27,9.0,136.0,273.0,63.0,582.0,40.0,28.0,3980.0,33.0,686.0,11.0,,,8.0,,1225.0,3.0,25.0,7.0,22.0,5.0,4.0
2021-08-28,4.0,124.0,306.0,56.0,634.0,23.0,21.0,3884.0,20.0,620.0,23.0,,,2.0,,1360.0,3.0,27.0,12.0,13.0,4.0,2.0
2021-08-29,10.0,167.0,282.0,54.0,706.0,47.0,21.0,4258.0,22.0,619.0,10.0,,,3.0,,1560.0,4.0,30.0,11.0,9.0,12.0,4.0
2021-08-30,17.0,135.0,314.0,75.0,628.0,51.0,27.0,4332.0,25.0,729.0,3.0,,,4.0,,2056.0,16.0,30.0,12.0,18.0,4.0,
