,en,en,en,en,en,en,en,en,en,en,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw
,Economy_of_Rwanda,Education_in_Rwanda,Kigali,Kinyarwanda,Louise_Mushikiwabo,Paul_Kagame,Rose_Kabuye,Rwanda,Rwanda,Umuganda,Agnes_Binagwaho,Ikinyarwanda,Kigali,Louise_Mushikiwabo,Paul_Kagame,Paul_Rusesabagina,Rose_Kabuye,Rwanda,Rwanda,Ubukungu_bw%27U_Rwanda,Uburezi_mu_Rwanda,Umuganda
2017-07-09,4.0,94.0,150.0,46.0,582.0,56.0,22.0,2751.0,,413.0,,,,,,1094.0,,71.0,25.0,17.0,2.0,
2017-07-10,13.0,156.0,166.0,34.0,311.0,84.0,26.0,2995.0,,425.0,,,,,,1168.0,,48.0,25.0,23.0,9.0,
2017-07-11,3.0,145.0,232.0,36.0,330.0,66.0,15.0,2862.0,,473.0,,,,,,1054.0,,65.0,17.0,20.0,10.0,
2017-07-12,11.0,101.0,167.0,23.0,272.0,82.0,21.0,2923.0,,450.0,,,,,,838.0,,181.0,24.0,26.0,9.0,
2017-07-13,12.0,111.0,161.0,28.0,296.0,64.0,18.0,2655.0,,370.0,,,,,,972.0,,82.0,44.0,13.0,9.0,
2017-07-14,6.0,143.0,168.0,23.0,266.0,48.0,17.0,3231.0,,492.0,,,,,,2048.0,,65.0,46.0,12.0,6.0,
2017-07-15,10.0,133.0,166.0,14.0,266.0,80.0,14.0,2629.0,,428.0,,,,,,1522.0,,56.0,47.0,14.0,14.0,
2017-07-16,5.0,127.0,162.0,24.0,349.0,47.0,14.0,2699.0,,411.0,,,,,,1469.0,,49.0,64.0,19.0,5.0,
2017-07-17,11.0,137.0,214.0,62.0,403.0,75.0,19.0,3117.0,,512.0,,,,,,1561.0,,65.0,40.0,24.0,5.0,
2017-07-18,8.0,130.0,216.0,23.0,380.0,72.0,21.0,3079.0,,484.0,,,,,,1554.0,,61.0,51.0,19.0,10.0,
2017-07-19,18.0,125.0,186.0,77.0,400.0,69.0,19.0,3051.0,,409.0,,,,,,1367.0,,72.0,47.0,14.0,16.0,
2017-07-20,3.0,108.0,221.0,52.0,491.0,78.0,23.0,2908.0,,488.0,,,,,,1258.0,,59.0,50.0,17.0,4.0,
2017-07-21,7.0,103.0,185.0,31.0,290.0,57.0,13.0,2877.0,,508.0,,,,,,1214.0,,63.0,43.0,22.0,12.0,
2017-07-22,6.0,83.0,154.0,40.0,337.0,46.0,10.0,2767.0,,348.0,,,,,,1074.0,,70.0,47.0,17.0,5.0,
2017-07-23,7.0,129.0,148.0,75.0,385.0,47.0,9.0,4120.0,,372.0,,,,,,1202.0,,66.0,56.0,16.0,14.0,
2017-07-24,8.0,157.0,213.0,64.0,372.0,56.0,20.0,3161.0,,876.0,,,,,,1165.0,,74.0,47.0,14.0,12.0,
2017-07-25,9.0,133.0,186.0,32.0,296.0,66.0,22.0,2606.0,,446.0,,,,,,1063.0,,86.0,43.0,15.0,11.0,
2017-07-26,9.0,140.0,194.0,34.0,284.0,63.0,21.0,2831.0,,463.0,,,,,,1023.0,,73.0,40.0,16.0,14.0,
2017-07-27,5.0,129.0,189.0,38.0,258.0,75.0,20.0,2743.0,,423.0,,,,,,983.0,,100.0,36.0,19.0,11.0,
2017-07-28,4.0,120.0,191.0,20.0,262.0,46.0,20.0,3763.0,,457.0,,,,,,944.0,,85.0,49.0,13.0,12.0,
2017-07-29,14.0,98.0,120.0,66.0,312.0,34.0,10.0,2810.0,,369.0,,,,,,1073.0,,76.0,49.0,20.0,15.0,
2017-07-30,11.0,105.0,150.0,44.0,535.0,45.0,8.0,2805.0,,361.0,,,,,,1137.0,,86.0,40.0,22.0,11.0,
2017-07-31,6.0,166.0,156.0,57.0,515.0,74.0,16.0,4136.0,,497.0,,,,,,1374.0,,76.0,50.0,13.0,6.0,
2017-08-01,8.0,160.0,165.0,44.0,290.0,79.0,13.0,3047.0,,449.0,,,,,,1906.0,,62.0,52.0,18.0,11.0,
2017-08-02,4.0,189.0,178.0,81.0,322.0,71.0,17.0,5045.0,,492.0,,,,,,2152.0,,75.0,52.0,16.0,15.0,
2017-08-03,7.0,215.0,204.0,50.0,292.0,86.0,25.0,4336.0,,595.0,,,,,,3186.0,,79.0,52.0,16.0,15.0,
2017-08-04,8.0,210.0,250.0,51.0,438.0,64.0,18.0,5301.0,,701.0,,,,,,5729.0,,74.0,78.0,16.0,3.0,
2017-08-05,13.0,358.0,310.0,88.0,437.0,52.0,38.0,7701.0,,949.0,,,,,,11044.0,,91.0,95.0,16.0,12.0,
2017-08-06,8.0,223.0,180.0,45.0,369.0,80.0,20.0,5056.0,,606.0,,,,,,4836.0,,93.0,60.0,25.0,10.0,
2017-08-07,12.0,203.0,202.0,58.0,416.0,75.0,18.0,4287.0,,533.0,,,,,,3710.0,,52.0,40.0,20.0,10.0,
2017-08-08,5.0,171.0,199.0,63.0,343.0,99.0,28.0,3410.0,,508.0,,,,,,2536.0,,64.0,49.0,22.0,9.0,
2017-08-09,9.0,195.0,187.0,35.0,414.0,96.0,13.0,3034.0,,438.0,,,,,,1829.0,,104.0,41.0,7.0,15.0,
2017-08-10,10.0,170.0,205.0,43.0,267.0,88.0,23.0,2994.0,,470.0,,,,,,1622.0,,77.0,32.0,28.0,5.0,
2017-08-11,5.0,153.0,165.0,19.0,270.0,53.0,12.0,3009.0,,468.0,,,,,,1450.0,,47.0,32.0,20.0,4.0,
2017-08-12,4.0,87.0,166.0,24.0,292.0,46.0,17.0,2587.0,,370.0,,,,,,1211.0,,59.0,31.0,18.0,9.0,
2017-08-13,8.0,118.0,173.0,28.0,536.0,48.0,20.0,4691.0,,589.0,,,,,,1301.0,,49.0,14.0,16.0,8.0,
2017-08-14,11.0,164.0,186.0,25.0,315.0,72.0,21.0,3765.0,,586.0,,,,,,2257.0,,47.0,32.0,21.0,9.0,
2017-08-15,12.0,123.0,190.0,31.0,262.0,45.0,22.0,3244.0,,530.0,,,,,,1397.0,,51.0,32.0,20.0,8.0,
2017-08-16,10.0,126.0,174.0,36.0,282.0,53.0,18.0,3863.0,,438.0,,,,,,1030.0,,45.0,21.0,18.0,18.0,
2017-08-17,5.0,114.0,168.0,36.0,239.0,70.0,18.0,2866.0,,519.0,,,,,,976.0,,81.0,31.0,13.0,14.0,
2017-08-18,7.0,125.0,226.0,199.0,287.0,55.0,24.0,3224.0,,469.0,,,,,,3152.0,,74.0,114.0,20.0,9.0,
2017-08-19,10.0,100.0,133.0,54.0,255.0,58.0,17.0,2733.0,,440.0,,,,,,2162.0,,67.0,43.0,20.0,10.0,
2017-08-20,13.0,94.0,145.0,53.0,289.0,54.0,20.0,2646.0,,392.0,,,,,,1647.0,,68.0,34.0,19.0,21.0,
2017-08-21,7.0,122.0,176.0,52.0,299.0,79.0,13.0,2841.0,,415.0,,,,,,1274.0,,58.0,28.0,18.0,11.0,
2017-08-22,1.0,148.0,196.0,64.0,650.0,73.0,21.0,2947.0,,467.0,,,,,,1224.0,,58.0,30.0,21.0,7.0,
2017-08-23,13.0,164.0,165.0,40.0,314.0,67.0,19.0,2957.0,,505.0,,,,,,1202.0,,69.0,24.0,16.0,11.0,
2017-08-24,16.0,159.0,175.0,42.0,281.0,82.0,13.0,2772.0,,436.0,,,,,,1012.0,,75.0,24.0,16.0,10.0,
2017-08-25,7.0,128.0,175.0,27.0,284.0,72.0,24.0,2664.0,,397.0,,,,,,908.0,,54.0,27.0,21.0,12.0,
2017-08-26,6.0,92.0,140.0,49.0,392.0,45.0,7.0,2634.0,,354.0,,,,,,800.0,,51.0,28.0,11.0,13.0,
2017-08-27,6.0,105.0,159.0,67.0,462.0,34.0,3.0,2650.0,,420.0,,,,,,899.0,,77.0,25.0,15.0,7.0,
2017-08-28,6.0,115.0,176.0,56.0,314.0,61.0,25.0,2849.0,,408.0,,,,,,913.0,,65.0,21.0,18.0,5.0,
2017-08-29,8.0,139.0,177.0,57.0,313.0,73.0,19.0,2659.0,,450.0,,,,,,930.0,,65.0,21.0,20.0,4.0,
2017-08-30,11.0,172.0,170.0,94.0,260.0,51.0,38.0,2968.0,,459.0,,,,,,1064.0,,69.0,25.0,27.0,5.0,
2017-08-31,15.0,125.0,196.0,134.0,402.0,56.0,29.0,3006.0,,423.0,,,,,,1034.0,,60.0,24.0,15.0,11.0,
2017-09-01,14.0,112.0,191.0,89.0,363.0,52.0,12.0,2559.0,,387.0,,,,,,945.0,,58.0,19.0,14.0,3.0,
2017-09-02,4.0,85.0,125.0,65.0,367.0,39.0,20.0,2495.0,,339.0,,,,,,1205.0,,65.0,16.0,20.0,11.0,
2017-09-03,11.0,86.0,176.0,58.0,322.0,43.0,17.0,3081.0,,455.0,,,,,,981.0,,53.0,9.0,10.0,12.0,
2017-09-04,10.0,129.0,165.0,58.0,366.0,73.0,20.0,3003.0,,437.0,,,,,,959.0,,52.0,20.0,21.0,13.0,
2017-09-05,11.0,152.0,167.0,34.0,327.0,71.0,25.0,2960.0,,482.0,,,,,,1035.0,,60.0,16.0,22.0,10.0,
2017-09-06,8.0,117.0,171.0,50.0,327.0,88.0,16.0,2770.0,,391.0,,,,,,961.0,,74.0,21.0,18.0,10.0,
2017-09-07,13.0,145.0,191.0,56.0,294.0,90.0,20.0,3186.0,,503.0,,,,,,877.0,,42.0,17.0,14.0,16.0,
2017-09-08,6.0,110.0,150.0,21.0,260.0,74.0,33.0,2766.0,,405.0,,,,,,864.0,,67.0,22.0,12.0,6.0,
2017-09-09,6.0,101.0,123.0,26.0,421.0,57.0,10.0,2270.0,,391.0,,,,,,734.0,,68.0,20.0,24.0,15.0,
2017-09-10,10.0,132.0,112.0,45.0,545.0,71.0,9.0,2438.0,,355.0,,,,,,896.0,,62.0,37.0,28.0,9.0,
2017-09-11,25.0,124.0,193.0,44.0,319.0,66.0,20.0,2612.0,,416.0,,,,,,918.0,,82.0,26.0,20.0,12.0,
2017-09-12,7.0,146.0,173.0,44.0,462.0,60.0,9.0,3312.0,,495.0,,,,,,1439.0,,78.0,30.0,13.0,9.0,
2017-09-13,7.0,164.0,180.0,56.0,419.0,75.0,16.0,2969.0,,431.0,,,,,,938.0,,76.0,13.0,20.0,11.0,
2017-09-14,17.0,124.0,264.0,29.0,563.0,84.0,19.0,3698.0,,527.0,,,,,,1622.0,,126.0,29.0,17.0,13.0,
2017-09-15,3.0,126.0,162.0,36.0,435.0,147.0,24.0,3008.0,,445.0,,,,,,949.0,,60.0,22.0,7.0,19.0,
2017-09-16,8.0,102.0,167.0,34.0,452.0,52.0,8.0,2577.0,,413.0,,,,,,903.0,,59.0,9.0,8.0,17.0,
2017-09-17,4.0,119.0,148.0,46.0,500.0,47.0,15.0,2995.0,,428.0,,,,,,967.0,,56.0,17.0,24.0,12.0,
2017-09-18,14.0,159.0,179.0,52.0,522.0,93.0,27.0,3436.0,,507.0,,,,,,1027.0,,50.0,18.0,24.0,10.0,
2017-09-19,8.0,138.0,180.0,41.0,548.0,93.0,14.0,3115.0,,439.0,,,,,,1195.0,,83.0,31.0,26.0,14.0,
2017-09-20,9.0,156.0,181.0,45.0,689.0,88.0,31.0,3092.0,,477.0,,,,,,1004.0,,88.0,23.0,26.0,16.0,
2017-09-21,6.0,126.0,246.0,49.0,493.0,79.0,17.0,3137.0,,479.0,,,,,,1005.0,,66.0,39.0,23.0,14.0,
2017-09-22,11.0,123.0,179.0,32.0,454.0,160.0,21.0,2972.0,,473.0,,,,,,918.0,,79.0,20.0,20.0,9.0,
2017-09-23,6.0,119.0,116.0,31.0,438.0,66.0,12.0,3049.0,,367.0,,,,,,793.0,,60.0,15.0,25.0,15.0,
2017-09-24,4.0,111.0,163.0,33.0,653.0,52.0,12.0,2876.0,,383.0,,,,,,915.0,,69.0,17.0,19.0,4.0,
2017-09-25,8.0,149.0,188.0,33.0,737.0,71.0,19.0,3287.0,,478.0,,,,,,1089.0,,54.0,21.0,14.0,9.0,
2017-09-26,12.0,151.0,199.0,42.0,425.0,70.0,29.0,3498.0,,473.0,,,,,,1037.0,,65.0,17.0,28.0,6.0,
2017-09-27,8.0,167.0,181.0,35.0,360.0,78.0,25.0,3978.0,,603.0,,,,,,970.0,,51.0,17.0,19.0,13.0,
2017-09-28,10.0,153.0,198.0,36.0,451.0,61.0,12.0,3158.0,,542.0,,,,,,1043.0,,63.0,17.0,24.0,11.0,
2017-09-29,6.0,151.0,190.0,25.0,349.0,94.0,30.0,2958.0,,397.0,,,,,,854.0,,52.0,19.0,31.0,14.0,
2017-09-30,5.0,138.0,149.0,29.0,385.0,85.0,10.0,2651.0,,398.0,,,,,,861.0,,92.0,23.0,26.0,24.0,
2017-10-01,6.0,142.0,157.0,18.0,441.0,62.0,64.0,2808.0,,395.0,,,,,,874.0,,62.0,19.0,26.0,26.0,
2017-10-02,10.0,163.0,204.0,39.0,502.0,107.0,27.0,3082.0,,389.0,,,,,,867.0,,84.0,21.0,23.0,15.0,
2017-10-03,4.0,136.0,204.0,34.0,455.0,77.0,26.0,3019.0,,468.0,,,,,,818.0,,76.0,19.0,15.0,20.0,
2017-10-04,8.0,161.0,204.0,33.0,506.0,83.0,18.0,3102.0,,436.0,,,,,,949.0,,71.0,18.0,17.0,12.0,
2017-10-05,7.0,131.0,198.0,23.0,568.0,77.0,30.0,3045.0,,433.0,,,,,,901.0,,77.0,31.0,18.0,11.0,
2017-10-06,12.0,134.0,207.0,19.0,514.0,86.0,28.0,3072.0,,451.0,,,,,,864.0,,81.0,38.0,29.0,21.0,
2017-10-07,7.0,103.0,185.0,26.0,408.0,47.0,17.0,2860.0,,407.0,,,,,,852.0,,74.0,23.0,17.0,17.0,
2017-10-08,8.0,126.0,145.0,20.0,513.0,57.0,16.0,3077.0,,386.0,,,,,,814.0,,67.0,17.0,19.0,10.0,
2017-10-09,21.0,173.0,208.0,27.0,467.0,56.0,31.0,3597.0,,499.0,,,,,,999.0,,78.0,11.0,17.0,14.0,
2017-10-10,7.0,162.0,259.0,38.0,636.0,80.0,25.0,3460.0,,484.0,,,,,,990.0,,92.0,18.0,22.0,14.0,
2017-10-11,7.0,153.0,223.0,35.0,543.0,87.0,16.0,3568.0,,493.0,,,,,,933.0,,88.0,16.0,32.0,8.0,
2017-10-12,5.0,151.0,209.0,51.0,456.0,85.0,41.0,3511.0,,520.0,,,,,,952.0,,100.0,31.0,31.0,11.0,
2017-10-13,7.0,156.0,172.0,37.0,403.0,80.0,36.0,3046.0,,528.0,,,,,,1085.0,,71.0,25.0,34.0,9.0,
2017-10-14,4.0,110.0,126.0,28.0,576.0,50.0,37.0,2699.0,,448.0,,,,,,851.0,,62.0,16.0,15.0,6.0,
2017-10-15,7.0,138.0,172.0,30.0,679.0,65.0,32.0,3235.0,,505.0,,,,,,1003.0,,84.0,21.0,34.0,19.0,
2017-10-16,4.0,162.0,196.0,42.0,565.0,104.0,43.0,4003.0,,702.0,,,,,,964.0,,84.0,16.0,17.0,22.0,
2017-10-17,10.0,204.0,186.0,31.0,493.0,125.0,32.0,3501.0,,570.0,,,,,,971.0,,81.0,26.0,27.0,17.0,
2017-10-18,8.0,169.0,198.0,44.0,503.0,159.0,27.0,3244.0,,523.0,,,,,,915.0,,80.0,34.0,30.0,25.0,
2017-10-19,5.0,148.0,201.0,28.0,442.0,77.0,29.0,3538.0,,521.0,,,,,,1108.0,,77.0,30.0,22.0,16.0,
2017-10-20,17.0,129.0,204.0,32.0,414.0,125.0,28.0,3239.0,,493.0,,,,,,860.0,,86.0,12.0,26.0,16.0,
2017-10-21,8.0,120.0,137.0,26.0,462.0,63.0,51.0,2882.0,,399.0,,,,,,992.0,,59.0,70.0,13.0,17.0,
2017-10-22,7.0,130.0,145.0,39.0,469.0,70.0,20.0,3063.0,,447.0,,,,,,1066.0,,87.0,71.0,24.0,7.0,
2017-10-23,21.0,189.0,210.0,36.0,449.0,75.0,25.0,3445.0,,573.0,,,,,,2573.0,,64.0,67.0,15.0,10.0,
2017-10-24,8.0,195.0,190.0,44.0,488.0,87.0,19.0,3591.0,,563.0,,,,,,1137.0,,108.0,30.0,31.0,18.0,
2017-10-25,12.0,160.0,206.0,24.0,520.0,96.0,29.0,3526.0,,502.0,,,,,,1142.0,,103.0,16.0,26.0,23.0,
2017-10-26,12.0,193.0,244.0,27.0,421.0,107.0,26.0,3743.0,,577.0,,,,,,1142.0,,93.0,19.0,23.0,11.0,
2017-10-27,5.0,158.0,203.0,28.0,512.0,75.0,23.0,3340.0,,480.0,,,,,,955.0,,68.0,31.0,23.0,13.0,
2017-10-28,8.0,155.0,177.0,33.0,399.0,63.0,49.0,3477.0,,532.0,,,,,,1045.0,,96.0,20.0,27.0,21.0,
2017-10-29,9.0,158.0,172.0,115.0,459.0,95.0,32.0,3255.0,,529.0,,,,,,1033.0,,87.0,43.0,29.0,26.0,
2017-10-30,8.0,148.0,187.0,127.0,460.0,105.0,29.0,3336.0,,592.0,,,,,,1042.0,,56.0,25.0,18.0,9.0,
2017-10-31,12.0,165.0,202.0,77.0,605.0,136.0,28.0,3613.0,,538.0,,,,,,1161.0,,75.0,22.0,39.0,16.0,
2017-11-01,7.0,174.0,211.0,53.0,431.0,173.0,40.0,3318.0,,532.0,,,,,,1087.0,,73.0,21.0,18.0,12.0,
2017-11-02,15.0,280.0,204.0,37.0,463.0,194.0,27.0,3875.0,,479.0,,,,,,1055.0,,69.0,20.0,24.0,9.0,
2017-11-03,9.0,128.0,197.0,33.0,539.0,196.0,34.0,3336.0,,518.0,,,,,,1022.0,,70.0,29.0,22.0,23.0,
2017-11-04,6.0,135.0,177.0,32.0,572.0,211.0,32.0,4896.0,,458.0,,,,,,926.0,,88.0,28.0,19.0,20.0,
2017-11-05,4.0,144.0,150.0,35.0,465.0,214.0,25.0,3132.0,,405.0,,,,,,955.0,,79.0,23.0,20.0,10.0,
2017-11-06,5.0,179.0,213.0,35.0,478.0,127.0,28.0,3346.0,,529.0,,,,,,1047.0,,89.0,20.0,34.0,24.0,
2017-11-07,16.0,241.0,224.0,43.0,423.0,105.0,26.0,3372.0,,505.0,,,,,,1158.0,,91.0,21.0,18.0,11.0,
2017-11-08,10.0,241.0,177.0,34.0,434.0,89.0,44.0,3418.0,,533.0,,,,,,950.0,,74.0,25.0,31.0,27.0,
2017-11-09,13.0,246.0,198.0,42.0,449.0,100.0,44.0,3278.0,,536.0,,,,,,1100.0,,90.0,26.0,18.0,12.0,
2017-11-10,15.0,134.0,167.0,39.0,469.0,93.0,61.0,3147.0,,423.0,,,,,,1042.0,,103.0,20.0,32.0,11.0,
2017-11-11,7.0,118.0,154.0,32.0,322.0,99.0,27.0,2816.0,,446.0,,,,,,839.0,,100.0,24.0,27.0,18.0,
2017-11-12,14.0,160.0,140.0,31.0,394.0,85.0,22.0,3308.0,,455.0,,,,,,911.0,,59.0,27.0,18.0,23.0,
2017-11-13,19.0,226.0,214.0,30.0,530.0,149.0,47.0,3598.0,,515.0,,,,,,1061.0,,71.0,24.0,22.0,13.0,
2017-11-14,9.0,257.0,194.0,32.0,538.0,92.0,39.0,3860.0,,493.0,,,,,,1160.0,,90.0,27.0,30.0,24.0,
2017-11-15,10.0,219.0,186.0,49.0,595.0,87.0,30.0,4374.0,,681.0,,,,,,1567.0,,119.0,22.0,11.0,15.0,
2017-11-16,8.0,277.0,248.0,69.0,570.0,106.0,22.0,4319.0,,596.0,,,,,,1643.0,,89.0,20.0,17.0,15.0,
2017-11-17,14.0,277.0,201.0,48.0,471.0,92.0,29.0,4710.0,,620.0,,,,,,1743.0,,76.0,19.0,25.0,7.0,
2017-11-18,8.0,176.0,164.0,19.0,612.0,69.0,27.0,3667.0,,609.0,,,,,,1223.0,,101.0,29.0,34.0,17.0,
2017-11-19,16.0,194.0,160.0,36.0,561.0,71.0,27.0,3975.0,,592.0,,,,,,1413.0,,103.0,28.0,37.0,16.0,
2017-11-20,11.0,216.0,178.0,35.0,652.0,55.0,22.0,4109.0,,638.0,,,,,,1498.0,,103.0,20.0,39.0,19.0,
2017-11-21,12.0,229.0,243.0,23.0,457.0,133.0,12.0,3900.0,,526.0,,,,,,1551.0,,86.0,32.0,22.0,10.0,
2017-11-22,22.0,265.0,207.0,36.0,403.0,93.0,38.0,4040.0,,600.0,,,,,,1745.0,,157.0,27.0,29.0,11.0,
2017-11-23,12.0,186.0,148.0,102.0,411.0,116.0,15.0,4075.0,,567.0,,,,,,1304.0,,82.0,30.0,25.0,16.0,
2017-11-24,17.0,216.0,191.0,52.0,692.0,79.0,21.0,3712.0,,512.0,,,,,,1326.0,,83.0,26.0,42.0,24.0,
2017-11-25,11.0,180.0,175.0,41.0,381.0,82.0,34.0,3305.0,,463.0,,,,,,1199.0,,81.0,13.0,42.0,16.0,
2017-11-26,6.0,136.0,165.0,50.0,384.0,75.0,17.0,3304.0,,469.0,,,,,,1193.0,,103.0,24.0,25.0,12.0,
2017-11-27,14.0,246.0,211.0,38.0,456.0,131.0,26.0,4378.0,,539.0,,,,,,1380.0,,65.0,17.0,22.0,14.0,
2017-11-28,12.0,254.0,198.0,44.0,555.0,94.0,42.0,4138.0,,566.0,,,,,,1691.0,,94.0,35.0,26.0,6.0,
2017-11-29,17.0,242.0,223.0,45.0,540.0,93.0,41.0,3871.0,,623.0,,,,,,1420.0,,97.0,37.0,32.0,14.0,
2017-11-30,17.0,207.0,200.0,66.0,500.0,101.0,29.0,3404.0,,540.0,,,,,,1227.0,,111.0,21.0,26.0,12.0,
2017-12-01,11.0,184.0,186.0,37.0,437.0,72.0,34.0,3121.0,,518.0,,,,,,957.0,,82.0,34.0,27.0,13.0,
2017-12-02,10.0,176.0,141.0,35.0,376.0,52.0,18.0,2761.0,,421.0,,,,,,921.0,,74.0,22.0,26.0,17.0,
2017-12-03,9.0,143.0,280.0,40.0,338.0,54.0,27.0,3272.0,,487.0,,,,,,989.0,,79.0,28.0,23.0,18.0,
2017-12-04,11.0,196.0,266.0,42.0,619.0,109.0,31.0,3739.0,,504.0,,,,,,1169.0,,103.0,30.0,23.0,24.0,
2017-12-05,12.0,219.0,172.0,32.0,484.0,110.0,32.0,3262.0,,470.0,,,,,,1117.0,,92.0,19.0,23.0,13.0,
2017-12-06,20.0,162.0,222.0,39.0,550.0,94.0,34.0,3014.0,,448.0,,,,,,985.0,,67.0,28.0,24.0,9.0,
2017-12-07,21.0,193.0,183.0,40.0,570.0,103.0,27.0,3413.0,,482.0,,,,,,990.0,,77.0,22.0,17.0,24.0,
2017-12-08,10.0,154.0,191.0,51.0,445.0,90.0,23.0,3155.0,,454.0,,,,,,953.0,,86.0,33.0,28.0,12.0,
2017-12-09,9.0,152.0,148.0,47.0,320.0,96.0,31.0,2746.0,,383.0,,,,,,986.0,,103.0,21.0,15.0,16.0,
2017-12-10,10.0,157.0,147.0,41.0,404.0,116.0,17.0,2924.0,,449.0,,,,,,1063.0,,81.0,26.0,15.0,17.0,
2017-12-11,17.0,198.0,179.0,31.0,423.0,110.0,24.0,3251.0,,486.0,,,,,,1187.0,,97.0,21.0,35.0,12.0,
2017-12-12,14.0,185.0,170.0,31.0,449.0,135.0,23.0,3168.0,,514.0,,,,,,1151.0,,58.0,35.0,17.0,15.0,
2017-12-13,11.0,217.0,185.0,56.0,465.0,115.0,26.0,3438.0,,432.0,,,,,,1117.0,,76.0,21.0,21.0,14.0,
2017-12-14,18.0,182.0,179.0,64.0,523.0,118.0,17.0,3595.0,,504.0,,,,,,1166.0,,70.0,25.0,28.0,15.0,
2017-12-15,8.0,139.0,191.0,51.0,398.0,115.0,35.0,2975.0,,434.0,,,,,,918.0,,82.0,27.0,25.0,13.0,
2017-12-16,8.0,121.0,162.0,56.0,451.0,107.0,24.0,2522.0,,365.0,,,,,,846.0,,82.0,27.0,19.0,18.0,
2017-12-17,5.0,220.0,146.0,56.0,282.0,92.0,8.0,2592.0,,427.0,,,,,,815.0,,82.0,24.0,17.0,20.0,
2017-12-18,9.0,160.0,196.0,133.0,346.0,113.0,26.0,3229.0,,450.0,,,,,,920.0,,78.0,26.0,16.0,8.0,
2017-12-19,9.0,165.0,176.0,51.0,376.0,93.0,26.0,3133.0,,507.0,,,,,,875.0,,94.0,32.0,32.0,19.0,
2017-12-20,5.0,129.0,173.0,58.0,529.0,83.0,27.0,2977.0,,433.0,,,,,,955.0,,254.0,30.0,48.0,29.0,
2017-12-21,8.0,149.0,156.0,34.0,607.0,65.0,13.0,2863.0,,463.0,,,,,,893.0,,265.0,28.0,45.0,20.0,
2017-12-22,13.0,121.0,142.0,32.0,351.0,55.0,23.0,2949.0,,417.0,,,,,,1114.0,,124.0,29.0,19.0,16.0,
2017-12-23,8.0,100.0,147.0,26.0,255.0,32.0,10.0,2385.0,,372.0,,,,,,821.0,,86.0,18.0,20.0,17.0,
2017-12-24,7.0,83.0,117.0,49.0,261.0,41.0,24.0,2303.0,,406.0,,,,,,704.0,,119.0,26.0,22.0,20.0,
2017-12-25,7.0,107.0,116.0,52.0,203.0,43.0,15.0,2420.0,,373.0,,,,,,654.0,,75.0,15.0,16.0,23.0,
2017-12-26,28.0,118.0,170.0,58.0,273.0,64.0,13.0,2529.0,,405.0,,,,,,764.0,,110.0,19.0,40.0,13.0,
2017-12-27,13.0,138.0,167.0,42.0,825.0,57.0,28.0,3392.0,,506.0,,,,,,1019.0,,94.0,20.0,14.0,13.0,
2017-12-28,17.0,129.0,163.0,47.0,376.0,51.0,32.0,3240.0,,466.0,,,,,,1041.0,,123.0,21.0,25.0,12.0,
2017-12-29,12.0,115.0,136.0,36.0,303.0,49.0,20.0,2693.0,,424.0,,,,,,1017.0,,109.0,31.0,20.0,15.0,
2017-12-30,6.0,104.0,118.0,21.0,353.0,57.0,18.0,2510.0,,422.0,,,,,,850.0,,112.0,18.0,29.0,17.0,
2017-12-31,13.0,93.0,112.0,27.0,289.0,48.0,17.0,2444.0,,410.0,,,,,,768.0,,93.0,23.0,17.0,17.0,
2018-01-01,13.0,117.0,135.0,31.0,305.0,46.0,15.0,2383.0,,369.0,,,,,,755.0,,56.0,12.0,17.0,18.0,
2018-01-02,9.0,123.0,133.0,33.0,455.0,59.0,23.0,2936.0,,485.0,,,,,,986.0,,94.0,26.0,20.0,12.0,
2018-01-03,11.0,221.0,160.0,32.0,328.0,83.0,23.0,2862.0,,551.0,,,,,,898.0,,89.0,18.0,31.0,27.0,
2018-01-04,10.0,177.0,188.0,27.0,309.0,98.0,25.0,3012.0,,437.0,,,,,,845.0,,123.0,19.0,17.0,17.0,
2018-01-05,12.0,145.0,145.0,40.0,313.0,89.0,20.0,2727.0,,537.0,,,,,,789.0,,101.0,14.0,26.0,23.0,
2018-01-06,13.0,151.0,137.0,24.0,338.0,74.0,25.0,2571.0,,525.0,,,,,,834.0,,121.0,25.0,28.0,10.0,
2018-01-07,15.0,128.0,136.0,28.0,387.0,71.0,18.0,2646.0,,511.0,,,,,,951.0,,120.0,16.0,22.0,15.0,
2018-01-08,15.0,173.0,169.0,29.0,414.0,104.0,18.0,3338.0,,568.0,,,,,,1896.0,,155.0,24.0,24.0,20.0,
2018-01-09,4.0,161.0,170.0,31.0,356.0,153.0,30.0,3551.0,,478.0,,,,,,855.0,,151.0,15.0,20.0,16.0,
2018-01-10,13.0,161.0,182.0,52.0,409.0,126.0,26.0,3484.0,,545.0,,,,,,968.0,,121.0,25.0,19.0,29.0,
2018-01-11,13.0,155.0,190.0,33.0,508.0,94.0,38.0,3622.0,,616.0,,,,,,949.0,,124.0,23.0,24.0,15.0,
2018-01-12,20.0,144.0,185.0,42.0,510.0,83.0,26.0,3606.0,,610.0,,,,,,1015.0,,108.0,26.0,22.0,16.0,
2018-01-13,14.0,167.0,187.0,57.0,367.0,65.0,26.0,3352.0,,557.0,,,,,,954.0,,106.0,34.0,28.0,17.0,
