,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,rw,en,en,en,en,en,en,en,en,en,en,en
,Rwanda,Paul_Kagame,Umuganda,Uburezi_mu_Rwanda,Kigali,Ubukungu_bw%27U_Rwanda,Ikinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina,Rwanda,Paul_Kagame,Umuganda,Education_in_Rwanda,Kigali,Economy_of_Rwanda,Kinyarwanda,Rose_Kabuye,Louise_Mushikiwabo,Agnes_Binagwaho,Paul_Rusesabagina
2021-08-05,24,,,,,,,,,,,3855,,,,,,,,,,
2021-08-06,20,,,,,,,,,,,3852,,,,,,,,,,
2021-08-07,21,,,,,,,,,,,3551,,,,,,,,,,
2021-08-08,21,,,,,,,,,,,4386,,,,,,,,,,
2021-08-09,28,,,,,,,,,,,5722,,,,,,,,,,
2021-08-10,26,,,,,,,,,,,4970,,,,,,,,,,
2021-08-11,24,,,,,,,,,,,5094,,,,,,,,,,
2021-08-12,23,,,,,,,,,,,5775,,,,,,,,,,
2021-08-13,15,,,,,,,,,,,5259,,,,,,,,,,
2021-08-14,14,,,,,,,,,,,7226,,,,,,,,,,
2021-08-15,19,,,,,,,,,,,6091,,,,,,,,,,
2021-08-16,17,,,,,,,,,,,5536,,,,,,,,,,
2021-08-17,22,,,,,,,,,,,5151,,,,,,,,,,
2021-08-18,33,,,,,,,,,,,4619,,,,,,,,,,
2021-08-19,60,,,,,,,,,,,4599,,,,,,,,,,
2021-08-20,46,,,,,,,,,,,4216,,,,,,,,,,
2021-08-21,60,,,,,,,,,,,3897,,,,,,,,,,
2021-08-22,20,,,,,,,,,,,5879,,,,,,,,,,
2021-08-23,26,,,,,,,,,,,4458,,,,,,,,,,
2021-08-24,37,,,,,,,,,,,4299,,,,,,,,,,
2021-08-25,19,,,,,,,,,,,4857,,,,,,,,,,
2021-08-26,25,,,,,,,,,,,4417,,,,,,,,,,
2021-08-27,25,,,,,,,,,,,3980,,,,,,,,,,
2021-08-28,27,,,,,,,,,,,3884,,,,,,,,,,
2021-08-29,30,,,,,,,,,,,4258,,,,,,,,,,
2021-08-30,30,,,,,,,,,,,4332,,,,,,,,,,
2021-08-31,43,,,,,,,,,,,4223,,,,,,,,,,
2021-09-01,22,,,,,,,,,,,4188,,,,,,,,,,
2021-09-02,31,,,,,,,,,,,4417,,,,,,,,,,
2021-09-03,23,,,,,,,,,,,4216,,,,,,,,,,
2021-09-04,31,,,,,,,,,,,3812,,,,,,,,,,
2021-09-05,27,,,,,,,,,,,4795,,,,,,,,,,
2021-09-06,26,,,,,,,,,,,4832,,,,,,,,,,
2021-09-07,15,,,,,,,,,,,4523,,,,,,,,,,
2021-09-08,41,,,,,,,,,,,10875,,,,,,,,,,
2021-09-09,43,,,,,,,,,,,5471,,,,,,,,,,
2021-09-10,35,,,,,,,,,,,4964,,,,,,,,,,
2021-09-11,24,,,,,,,,,,,3633,,,,,,,,,,
2021-09-12,18,,,,,,,,,,,3938,,,,,,,,,,
2021-09-13,44,,,,,,,,,,,4168,,,,,,,,,,
2021-09-14,31,,,,,,,,,,,4155,,,,,,,,,,
2021-09-15,30,,,,,,,,,,,4727,,,,,,,,,,
2021-09-16,27,,,,,,,,,,,4337,,,,,,,,,,
2021-09-17,46,,,,,,,,,,,4435,,,,,,,,,,
2021-09-18,35,,,,,,,,,,,3726,,,,,,,,,,
2021-09-19,14,,,,,,,,,,,4012,,,,,,,,,,
2021-09-20,25,,,,,,,,,,,8544,,,,,,,,,,
2021-09-21,19,,,,,,,,,,,6487,,,,,,,,,,
2021-09-22,19,,,,,,,,,,,4735,,,,,,,,,,
2021-09-23,22,,,,,,,,,,,4771,,,,,,,,,,
2021-09-24,51,,,,,,,,,,,4354,,,,,,,,,,
2021-09-25,13,,,,,,,,,,,4383,,,,,,,,,,
2021-09-26,28,,,,,,,,,,,6540,,,,,,,,,,
2021-09-27,29,,,,,,,,,,,6654,,,,,,,,,,
2021-09-28,28,,,,,,,,,,,5562,,,,,,,,,,
2021-09-29,33,,,,,,,,,,,4808,,,,,,,,,,
2021-09-30,28,,,,,,,,,,,4407,,,,,,,,,,
2021-10-01,34,,,,,,,,,,,4018,,,,,,,,,,
2021-10-02,46,,,,,,,,,,,3635,,,,,,,,,,
2021-10-03,28,,,,,,,,,,,3861,,,,,,,,,,
2021-10-04,44,,,,,,,,,,,4120,,,,,,,,,,
2021-10-05,30,,,,,,,,,,,3906,,,,,,,,,,
2021-10-06,22,,,,,,,,,,,3901,,,,,,,,,,
2021-10-07,35,,,,,,,,,,,4104,,,,,,,,,,
2021-10-08,22,,,,,,,,,,,3954,,,,,,,,,,
2021-10-09,31,,,,,,,,,,,4011,,,,,,,,,,
2021-10-10,29,,,,,,,,,,,4048,,,,,,,,,,
2021-10-11,27,,,,,,,,,,,4026,,,,,,,,,,
2021-10-12,18,,,,,,,,,,,3836,,,,,,,,,,
2021-10-13,29,,,,,,,,,,,4624,,,,,,,,,,
2021-10-14,49,,,,,,,,,,,4170,,,,,,,,,,
2021-10-15,32,,,,,,,,,,,4326,,,,,,,,,,
2021-10-16,48,,,,,,,,,,,3570,,,,,,,,,,
2021-10-17,42,,,,,,,,,,,3736,,,,,,,,,,
2021-10-18,34,,,,,,,,,,,4087,,,,,,,,,,
2021-10-19,23,,,,,,,,,,,3733,,,,,,,,,,
2021-10-20,20,,,,,,,,,,,3597,,,,,,,,,,
2021-10-21,23,,,,,,,,,,,3944,,,,,,,,,,
2021-10-22,32,,,,,,,,,,,3791,,,,,,,,,,
2021-10-23,25,,,,,,,,,,,3420,,,,,,,,,,
2021-10-24,18,,,,,,,,,,,3495,,,,,,,,,,
2021-10-25,9,,,,,,,,,,,4099,,,,,,,,,,
2021-10-26,25,,,,,,,,,,,4075,,,,,,,,,,
2021-10-27,38,,,,,,,,,,,4019,,,,,,,,,,
2021-10-28,26,,,,,,,,,,,3940,,,,,,,,,,
2021-10-29,28,,,,,,,,,,,3575,,,,,,,,,,
2021-10-30,23,,,,,,,,,,,3589,,,,,,,,,,
2021-10-31,29,,,,,,,,,,,3893,,,,,,,,,,
2021-11-01,35,,,,,,,,,,,4190,,,,,,,,,,
2021-11-02,20,,,,,,,,,,,3865,,,,,,,,,,
2021-11-03,26,,,,,,,,,,,3583,,,,,,,,,,
2021-11-04,17,,,,,,,,,,,3662,,,,,,,,,,
2021-11-05,33,,,,,,,,,,,3740,,,,,,,,,,
2021-11-06,22,,,,,,,,,,,3798,,,,,,,,,,
2021-11-07,30,,,,,,,,,,,4391,,,,,,,,,,
2021-11-08,32,,,,,,,,,,,4766,,,,,,,,,,
2021-11-09,48,,,,,,,,,,,4985,,,,,,,,,,
2021-11-10,23,,,,,,,,,,,4106,,,,,,,,,,
2021-11-11,30,,,,,,,,,,,4041,,,,,,,,,,
2021-11-12,23,,,,,,,,,,,3579,,,,,,,,,,
2021-11-13,23,,,,,,,,,,,3215,,,,,,,,,,
2021-11-14,14,,,,,,,,,,,3947,,,,,,,,,,
2021-11-15,30,,,,,,,,,,,3870,,,,,,,,,,
2021-11-16,14,,,,,,,,,,,3678,,,,,,,,,,
2021-11-17,40,,,,,,,,,,,3576,,,,,,,,,,
2021-11-18,36,,,,,,,,,,,3733,,,,,,,,,,
2021-11-19,29,,,,,,,,,,,3351,,,,,,,,,,
2021-11-20,25,,,,,,,,,,,3215,,,,,,,,,,
2021-11-21,20,,,,,,,,,,,3324,,,,,,,,,,
2021-11-22,25,,,,,,,,,,,3752,,,,,,,,,,
2021-11-23,26,,,,,,,,,,,3469,,,,,,,,,,
2021-11-24,38,,,,,,,,,,,3503,,,,,,,,,,
2021-11-25,41,,,,,,,,,,,3426,,,,,,,,,,
2021-11-26,34,,,,,,,,,,,3662,,,,,,,,,,
2021-11-27,23,,,,,,,,,,,3531,,,,,,,,,,
2021-11-28,31,,,,,,,,,,,3461,,,,,,,,,,
2021-11-29,28,,,,,,,,,,,5291,,,,,,,,,,
2021-11-30,16,,,,,,,,,,,4050,,,,,,,,,,
2021-12-01,27,,,,,,,,,,,3638,,,,,,,,,,
2021-12-02,33,,,,,,,,,,,3748,,,,,,,,,,
2021-12-03,37,,,,,,,,,,,3463,,,,,,,,,,
2021-12-04,31,,,,,,,,,,,3161,,,,,,,,,,
2021-12-05,14,,,,,,,,,,,3435,,,,,,,,,,
2021-12-06,26,,,,,,,,,,,3412,,,,,,,,,,
2021-12-07,38,,,,,,,,,,,3526,,,,,,,,,,
2021-12-08,32,,,,,,,,,,,3250,,,,,,,,,,
2021-12-09,14,,,,,,,,,,,3347,,,,,,,,,,
2021-12-10,25,,,,,,,,,,,3033,,,,,,,,,,
2021-12-11,50,,,,,,,,,,,3015,,,,,,,,,,
2021-12-12,25,,,,,,,,,,,3118,,,,,,,,,,
2021-12-13,11,,,,,,,,,,,3207,,,,,,,,,,
2021-12-14,25,,,,,,,,,,,3552,,,,,,,,,,
2021-12-15,19,,,,,,,,,,,3522,,,,,,,,,,
2021-12-16,29,,,,,,,,,,,2976,,,,,,,,,,
2021-12-17,32,,,,,,,,,,,3096,,,,,,,,,,
2021-12-18,21,,,,,,,,,,,3287,,,,,,,,,,
2021-12-19,33,,,,,,,,,,,2982,,,,,,,,,,
2021-12-20,29,,,,,,,,,,,3029,,,,,,,,,,
2021-12-21,25,,,,,,,,,,,3134,,,,,,,,,,
2021-12-22,23,,,,,,,,,,,3132,,,,,,,,,,
2021-12-23,16,,,,,,,,,,,3045,,,,,,,,,,
2021-12-24,14,,,,,,,,,,,3008,,,,,,,,,,
2021-12-25,38,,,,,,,,,,,2965,,,,,,,,,,
2021-12-26,31,,,,,,,,,,,3325,,,,,,,,,,
2021-12-27,25,,,,,,,,,,,3300,,,,,,,,,,
2021-12-28,22,,,,,,,,,,,3358,,,,,,,,,,
2021-12-29,28,,,,,,,,,,,3123,,,,,,,,,,
2021-12-30,15,,,,,,,,,,,3403,,,,,,,,,,
2021-12-31,19,,,,,,,,,,,2850,,,,,,,,,,
2022-01-01,21,,,,,,,,,,,4097,,,,,,,,,,
2022-01-02,44,,,,,,,,,,,3914,,,,,,,,,,
2022-01-03,28,,,,,,,,,,,3892,,,,,,,,,,
2022-01-04,26,,,,,,,,,,,3397,,,,,,,,,,
2022-01-05,24,,,,,,,,,,,3503,,,,,,,,,,
2022-01-06,38,,,,,,,,,,,3520,,,,,,,,,,
2022-01-07,38,,,,,,,,,,,3394,,,,,,,,,,
2022-01-08,51,,,,,,,,,,,3365,,,,,,,,,,
2022-01-09,45,,,,,,,,,,,3690,,,,,,,,,,
2022-01-10,30,,,,,,,,,,,3762,,,,,,,,,,
2022-01-11,30,,,,,,,,,,,3780,,,,,,,,,,
2022-01-12,24,,,,,,,,,,,5422,,,,,,,,,,
2022-01-13,32,,,,,,,,,,,4050,,,,,,,,,,
2022-01-14,39,,,,,,,,,,,3950,,,,,,,,,,
2022-01-15,35,,,,,,,,,,,3501,,,,,,,,,,
2022-01-16,20,,,,,,,,,,,3882,,,,,,,,,,
2022-01-17,28,,,,,,,,,,,4279,,,,,,,,,,
2022-01-18,29,,,,,,,,,,,4296,,,,,,,,,,
2022-01-19,36,,,,,,,,,,,4128,,,,,,,,,,
2022-01-20,38,,,,,,,,,,,4278,,,,,,,,,,
2022-01-21,27,,,,,,,,,,,4403,,,,,,,,,,
2022-01-22,16,,,,,,,,,,,3851,,,,,,,,,,
2022-01-23,41,,,,,,,,,,,3812,,,,,,,,,,
2022-01-24,26,,,,,,,,,,,4075,,,,,,,,,,
2022-01-25,27,,,,,,,,,,,4071,,,,,,,,,,
2022-01-26,20,,,,,,,,,,,5701,,,,,,,,,,
2022-01-27,37,,,,,,,,,,,4227,,,,,,,,,,
2022-01-28,39,,,,,,,,,,,4205,,,,,,,,,,
2022-01-29,31,,,,,,,,,,,3770,,,,,,,,,,
2022-01-30,25,,,,,,,,,,,3852,,,,,,,,,,
2022-01-31,33,,,,,,,,,,,4066,,,,,,,,,,
2022-02-01,40,,,,,,,,,,,4004,,,,,,,,,,
2022-02-02,40,,,,,,,,,,,4212,,,,,,,,,,
2022-02-03,35,,,,,,,,,,,3920,,,,,,,,,,
2022-02-04,35,,,,,,,,,,,3777,,,,,,,,,,
2022-02-05,22,,,,,,,,,,,3645,,,,,,,,,,
2022-02-06,24,,,,,,,,,,,4027,,,,,,,,,,
2022-02-07,15,,,,,,,,,,,4058,,,,,,,,,,
2022-02-08,43,,,,,,,,,,,4080,,,,,,,,,,
2022-02-09,34,,,,,,,,,,,3936,,,,,,,,,,
2022-02-10,34,,,,,,,,,,,4020,,,,,,,,,,
2022-02-11,29,,,,,,,,,,,3771,,,,,,,,,,
2022-02-12,22,,,,,,,,,,,3282,,,,,,,,,,
2022-02-13,34,,,,,,,,,,,3992,,,,,,,,,,
2022-02-14,35,,,,,,,,,,,3566,,,,,,,,,,
2022-02-15,20,,,,,,,,,,,3623,,,,,,,,,,
2022-02-16,33,,,,,,,,,,,3759,,,,,,,,,,
2022-02-17,34,,,,,,,,,,,3940,,,,,,,,,,
2022-02-18,31,,,,,,,,,,,3931,,,,,,,,,,
2022-02-19,50,,,,,,,,,,,3843,,,,,,,,,,
2022-02-20,58,,,,,,,,,,,3790,,,,,,,,,,
2022-02-21,25,,,,,,,,,,,4421,,,,,,,,,,
2022-02-22,44,,,,,,,,,,,4765,,,,,,,,,,
2022-02-23,136,,,,,,,,,,,4418,,,,,,,,,,
2022-02-24,211,,,,,,,,,,,4070,,,,,,,,,,
2022-02-25,202,,,,,,,,,,,3661,,,,,,,,,,
2022-02-26,177,,,,,,,,,,,3486,,,,,,,,,,
2022-02-27,169,,,,,,,,,,,3441,,,,,,,,,,
2022-02-28,247,,,,,,,,,,,3686,,,,,,,,,,
2022-03-01,70,,,,,,,,,,,3924,,,,,,,,,,
2022-03-02,153,,,,,,,,,,,3847,,,,,,,,,,
2022-03-03,141,,,,,,,,,,,3705,,,,,,,,,,
2022-03-04,129,,,,,,,,,,,3382,,,,,,,,,,
2022-03-05,86,,,,,,,,,,,3360,,,,,,,,,,
2022-03-06,93,,,,,,,,,,,4891,,,,,,,,,,
2022-03-07,110,,,,,,,,,,,3899,,,,,,,,,,
2022-03-08,100,,,,,,,,,,,4198,,,,,,,,,,
2022-03-09,97,,,,,,,,,,,6030,,,,,,,,,,
2022-03-10,99,,,,,,,,,,,4723,,,,,,,,,,
2022-03-11,88,,,,,,,,,,,3717,,,,,,,,,,
2022-03-12,95,,,,,,,,,,,3820,,,,,,,,,,
2022-03-13,79,,,,,,,,,,,4827,,,,,,,,,,
2022-03-14,84,,,,,,,,,,,4455,,,,,,,,,,
2022-03-15,83,,,,,,,,,,,4039,,,,,,,,,,
2022-03-16,77,,,,,,,,,,,4359,,,,,,,,,,
2022-03-17,103,,,,,,,,,,,4218,,,,,,,,,,
2022-03-18,64,,,,,,,,,,,3840,,,,,,,,,,
2022-03-19,63,,,,,,,,,,,3888,,,,,,,,,,
2022-03-20,52,,,,,,,,,,,4100,,,,,,,,,,
2022-03-21,51,,,,,,,,,,,4095,,,,,,,,,,
2022-03-22,61,,,,,,,,,,,3996,,,,,,,,,,
2022-03-23,58,,,,,,,,,,,4215,,,,,,,,,,
2022-03-24,67,,,,,,,,,,,4172,,,,,,,,,,
2022-03-25,39,,,,,,,,,,,4070,,,,,,,,,,
2022-03-26,61,,,,,,,,,,,3517,,,,,,,,,,
2022-03-27,63,,,,,,,,,,,3809,,,,,,,,,,
2022-03-28,50,,,,,,,,,,,5364,,,,,,,,,,
2022-03-29,55,,,,,,,,,,,4266,,,,,,,,,,
2022-03-30,46,,,,,,,,,,,4873,,,,,,,,,,
2022-03-31,43,,,,,,,,,,,4080,,,,,,,,,,
2022-04-01,39,,,,,,,,,,,3757,,,,,,,,,,
2022-04-02,36,,,,,,,,,,,3924,,,,,,,,,,
2022-04-03,39,,,,,,,,,,,5433,,,,,,,,,,
2022-04-04,47,,,,,,,,,,,4633,,,,,,,,,,
2022-04-05,51,,,,,,,,,,,6083,,,,,,,,,,
2022-04-06,67,,,,,,,,,,,7062,,,,,,,,,,
2022-04-07,66,,,,,,,,,,,5266,,,,,,,,,,
2022-04-08,82,,,,,,,,,,,4297,,,,,,,,,,
2022-04-09,57,,,,,,,,,,,4185,,,,,,,,,,
2022-04-10,47,,,,,,,,,,,3852,,,,,,,,,,
2022-04-11,75,,,,,,,,,,,4102,,,,,,,,,,
2022-04-12,97,,,,,,,,,,,4363,,,,,,,,,,
2022-04-13,71,,,,,,,,,,,7420,,,,,,,,,,
2022-04-14,84,,,,,,,,,,,79357,,,,,,,,,,
2022-04-15,77,,,,,,,,,,,41219,,,,,,,,,,
2022-04-16,67,,,,,,,,,,,22621,,,,,,,,,,
2022-04-17,54,,,,,,,,,,,19777,,,,,,,,,,
2022-04-18,64,,,,,,,,,,,16122,,,,,,,,,,
2022-04-19,56,,,,,,,,,,,13756,,,,,,,,,,
2022-04-20,50,,,,,,,,,,,10152,,,,,,,,,,
2022-04-21,33,,,,,,,,,,,7527,,,,,,,,,,
2022-04-22,29,,,,,,,,,,,7017,,,,,,,,,,
2022-04-23,43,,,,,,,,,,,6670,,,,,,,,,,
2022-04-24,56,,,,,,,,,,,6613,,,,,,,,,,
2022-04-25,36,,,,,,,,,,,6212,,,,,,,,,,
2022-04-26,44,,,,,,,,,,,5127,,,,,,,,,,
2022-04-27,39,,,,,,,,,,,5264,,,,,,,,,,
2022-04-28,33,,,,,,,,,,,5620,,,,,,,,,,
2022-04-29,43,,,,,,,,,,,5223,,,,,,,,,,
2022-04-30,41,,,,,,,,,,,4783,,,,,,,,,,
2022-05-01,22,,,,,,,,,,,6590,,,,,,,,,,
2022-05-02,34,,,,,,,,,,,5693,,,,,,,,,,
2022-05-03,81,,,,,,,,,,,6418,,,,,,,,,,
2022-05-04,53,,,,,,,,,,,5928,,,,,,,,,,
2022-05-05,28,,,,,,,,,,,4388,,,,,,,,,,
2022-05-06,25,,,,,,,,,,,4255,,,,,,,,,,
2022-05-07,33,,,,,,,,,,,4193,,,,,,,,,,
2022-05-08,21,,,,,,,,,,,7337,,,,,,,,,,
2022-05-09,41,,,,,,,,,,,6866,,,,,,,,,,
2022-05-10,26,,,,,,,,,,,7867,,,,,,,,,,
2022-05-11,35,,,,,,,,,,,4981,,,,,,,,,,
2022-05-12,31,,,,,,,,,,,5291,,,,,,,,,,
2022-05-13,53,,,,,,,,,,,4815,,,,,,,,,,
2022-05-14,25,,,,,,,,,,,5042,,,,,,,,,,
2022-05-15,37,,,,,,,,,,,4688,,,,,,,,,,
2022-05-16,35,,,,,,,,,,,4845,,,,,,,,,,
2022-05-17,32,,,,,,,,,,,5164,,,,,,,,,,
2022-05-18,40,,,,,,,,,,,4253,,,,,,,,,,
2022-05-19,58,,,,,,,,,,,4417,,,,,,,,,,
2022-05-20,30,,,,,,,,,,,5236,,,,,,,,,,
2022-05-21,79,,,,,,,,,,,4286,,,,,,,,,,
2022-05-22,38,,,,,,,,,,,4128,,,,,,,,,,
2022-05-23,29,,,,,,,,,,,4556,,,,,,,,,,
2022-05-24,50,,,,,,,,,,,4498,,,,,,,,,,
2022-05-25,40,,,,,,,,,,,4147,,,,,,,,,,
2022-05-26,40,,,,,,,,,,,4477,,,,,,,,,,
2022-05-27,26,,,,,,,,,,,4300,,,,,,,,,,
2022-05-28,31,,,,,,,,,,,3794,,,,,,,,,,
2022-05-29,33,,,,,,,,,,,4122,,,,,,,,,,
2022-05-30,50,,,,,,,,,,,4452,,,,,,,,,,
2022-05-31,45,,,,,,,,,,,5242,,,,,,,,,,
2022-06-01,40,,,,,,,,,,,5720,,,,,,,,,,
2022-06-02,34,,,,,,,,,,,5087,,,,,,,,,,
2022-06-03,27,,,,,,,,,,,4346,,,,,,,,,,
2022-06-04,45,,,,,,,,,,,4002,,,,,,,,,,
2022-06-05,38,,,,,,,,,,,4798,,,,,,,,,,
2022-06-06,,,,,,,,,,,,,,,,,,,,,,
